name,categories,address,price,rating,cuisine1,cuisine2,cuisine3,temp,no_Of_cusines
cheeburger,Burger Joint,"Othman Bin Affan Rd, الرياض, المملكة العربية السعودية",Cheap,6.2,Burger Joint,,,2,1
mon cafe,Café,"الرياض 13318, المملكة العربية السعودية",Cheap,7.3,Café,,,2,1
joffery's,Coffee Shop,المملكة العربية السعودية,Cheap,7.8,Coffee Shop,,,2,1
zinc,Coffee Shop,"الرياض 13251, المملكة العربية السعودية",Cheap,7.7,Coffee Shop,,,2,1
quill cafe,Coffee Shop,"Prince Mohammad Bin Salman Rd. (-), الرياض 13247, المملكة العربية السعودية",Cheap,8.8,Coffee Shop,,,2,1
ginger @x8,Chinese Restaurant,"Prince Saud Ibn Mohammad St, المملكة العربية السعودية",Cheap,7.3,Chinese Restaurant,,,2,1
taj coffee,Café,"Qurtiba, الرياض, المملكة العربية السعودية",Cheap,6.6,Café,,,2,1
baskin robbins 🍦,Ice Cream Shop,"مركز قرطبة (امتداد خالد بن الوليد), الرياض, المملكة العربية السعودية",Cheap,7.7,Ice Cream Shop,,,2,1
dunkin' dounts,Donut Shop,"Al Qalam Street (Shaik Hasan Ibn Husain Ibn Ali Road), الرياض, المملكة العربية السعودية",Cheap,8.5,Donut Shop,,,2,1
rwana coffee,Coffee Shop,"الرياض 13245, المملكة العربية السعودية",Cheap,8.1,Coffee Shop,,,2,1
juice bank,"Juice Bar, Lounge","الرياض 13245, المملكة العربية السعودية",Cheap,8.4,Juice Bar, Lounge,,1,2
ﺗﻨﻮﺭ ﺍﻟﻔﻄﻴﺮﺓ ﺍﻟﺪﻣﺸﻘﻴﺔ,Middle Eastern Restaurant,"Al-Hassan Bin Hussein Bin Ali St., الرياض, المملكة العربية السعودية",Moderate,5.3,Middle Eastern Restaurant,,,2,1
herfi resturant,Burger Joint,المملكة العربية السعودية,Cheap,7.6,Burger Joint,,,2,1
burger x,Burger Joint,"Dammam Branch Rd, الرياض 13251, المملكة العربية السعودية",Cheap,7.4,Burger Joint,,,2,1
art & sandwich,"Food Truck, Burger Joint","Hittin (Turki Bin Abdulaziz Alawwal Rd), الرياض 13516, المملكة العربية السعودية",Cheap,8.1,Food Truck, Burger Joint,,1,2
3 cofee,Coffee Shop,"King Salman Rd, الرياض 13525, المملكة العربية السعودية",Cheap,8.2,Coffee Shop,,,2,1
baozi truck,Food Truck,"King Fahad Rd., الرياض, المملكة العربية السعودية",Cheap,9.0,Food Truck,,,2,1
lucé cafe,Coffee Shop,"Alolaya street (Alolaya street), الرياض 13325, المملكة العربية السعودية",Cheap,7.4,Coffee Shop,,,2,1
diplab cafe,Café,"Prince Abdullah Bin Saud Bin Abdullah Snatan Al Saud, الرياض 13325, المملكة العربية السعودية",Cheap,8.2,Café,,,2,1
mokaya,Dessert Shop,"Anas ibn malik street, الرياض, المملكة العربية السعودية",Cheap,7.7,Dessert Shop,,,2,1
barn cafe,Coffee Shop,"King Abdulaziz Rd., الرياض 13326, المملكة العربية السعودية",Cheap,8.1,Coffee Shop,,,2,1
fishface,"Japanese Restaurant, Poke Place","Anas Bin Malik Rd, الرياض 13326, المملكة العربية السعودية",Moderate,8.9,Japanese Restaurant, Poke Place,,1,2
amore gelato,Ice Cream Shop,"Centro, الرياض 13326, المملكة العربية السعودية",Cheap,7.5,Ice Cream Shop,,,2,1
odore caffé,"Coffee Shop, Café","Al Qadisiyah St. (Al Qadisiyah St.), الرياض 13322, المملكة العربية السعودية",Cheap,8.8,Coffee Shop, Café,,1,2
high risk,Coffee Shop,"al-ysmine. (Qadisiyah Street), الرياض 13322, المملكة العربية السعودية",Cheap,8.4,Coffee Shop,,,2,1
address cafe - drive thru,Coffee Shop,"Alyasmin (Alyasmin), الرياض 13322, المملكة العربية السعودية",Cheap,8.0,Coffee Shop,,,2,1
nutella®,Dessert Shop,"الرياض 13322, المملكة العربية السعودية",Cheap,8.0,Dessert Shop,,,2,1
4twins - imam university,Café,"Othman Bin Affan Road (Othman bin affan), الرياض 13323, المملكة العربية السعودية",Cheap,7.5,Café,,,2,1
mccafe,"Café, Coffee Shop","الرياض 13248, المملكة العربية السعودية",Cheap,7.4,Café, Coffee Shop,,1,2
juice house,Juice Bar,"الرياض 13251, المملكة العربية السعودية",Cheap,8.4,Juice Bar,,,2,1
grill'd burger,Burger Joint,"Alturath, المملكة العربية السعودية",Cheap,7.0,Burger Joint,,,2,1
mink,Burger Joint,"King Abdulaziz Rd., الرياض 13326, المملكة العربية السعودية",Cheap,7.4,Burger Joint,,,2,1
recipe café,Coffee Shop,"الرياض 13326, المملكة العربية السعودية",Cheap,7.8,Coffee Shop,,,2,1
petit parry,French Restaurant,"Back Yard (King Abdulaziz Street), الرياض 13326, المملكة العربية السعودية",Moderate,7.6,French Restaurant,,,2,1
mcdonals’s,Fast Food Restaurant,"الرياض 13325, المملكة العربية السعودية",Cheap,7.4,Fast Food Restaurant,,,2,1
coffee stamp,Coffee Shop,"طريق الملك عبدالعزيز (أنس بن مالك), الرياض 13325, المملكة العربية السعودية",Cheap,7.4,Coffee Shop,,,2,1
villa juice,"Juice Bar, Smoothie Shop","King Abdulaziz Road, الرياض 13326, المملكة العربية السعودية",Cheap,6.7,Juice Bar, Smoothie Shop,,1,2
k and more,Coffee Shop,"Alkayala St, الرياض 13326, المملكة العربية السعودية",Cheap,7.7,Coffee Shop,,,2,1
9 gram cafe,Coffee Shop,"الياسمين 11564, المملكة العربية السعودية",Cheap,8.3,Coffee Shop,,,2,1
katm,Restaurant,"الرياض 13326, المملكة العربية السعودية",Moderate,6.2,Restaurant,,,2,1
oceanx,Seafood Restaurant,"الرياض, المملكة العربية السعودية",Expensive,6.6,Seafood Restaurant,,,2,1
bistecca,"Steakhouse, Burger Joint, Restaurant","الرياض 13323, المملكة العربية السعودية",Very Expensive,8.1,Steakhouse, Burger Joint, Restaurant,0,3
1827 café,Coffee Shop,"الرياض 13323, المملكة العربية السعودية",Cheap,8.6,Coffee Shop,,,2,1
papa johns,Pizza Place,"Al-Muanisiyah, الرياض, المملكة العربية السعودية",Cheap,7.8,Pizza Place,,,2,1
chunky chicken,Fried Chicken Joint,"المونسية, المملكة العربية السعودية",Cheap,6.9,Fried Chicken Joint,,,2,1
eat smart,Restaurant,"King Abdulaziz Street, الرياض 13326, المملكة العربية السعودية",Moderate,8.4,Restaurant,,,2,1
eat fit nutrition - efn,"Restaurant, Health Food Store","Yasmin (King Abdulazai), الرياض 13326, المملكة العربية السعودية",Moderate,6.0,Restaurant, Health Food Store,,1,2
antique burger,Burger Joint,"الرياض 13326, المملكة العربية السعودية",Cheap,7.3,Burger Joint,,,2,1
black jade cafe,Coffee Shop,"Ansa Bin Malik (AlNarjis), الرياض 13327, المملكة العربية السعودية",Cheap,7.3,Coffee Shop,,,2,1
gourmet pops,Ice Cream Shop,"Uthman Ibn Affan Rd., الرياض 13324, المملكة العربية السعودية",Cheap,7.8,Ice Cream Shop,,,2,1
#one,Fast Food Restaurant,"الرياض 13327, المملكة العربية السعودية",Cheap,9.2,Fast Food Restaurant,,,2,1
golden drop cafe,"Coffee Shop, Café","An Narjis (Othman Ibn Affin), الرياض, المملكة العربية السعودية",Cheap,8.6,Coffee Shop, Café,,1,2
dolci di casa coffee,Coffee Shop,"الرياض, المملكة العربية السعودية",Cheap,7.9,Coffee Shop,,,2,1
ban’s burger,Burger Joint,المملكة العربية السعودية,Cheap,7.0,Burger Joint,,,2,1
u burger food truck,Burger Joint,"Althmmamh Road, الرياض, المملكة العربية السعودية",Cheap,7.5,Burger Joint,,,2,1
sultani palace,Turkish Restaurant,"Thumamah Rd., الرياض 13413, المملكة العربية السعودية",Moderate,7.4,Turkish Restaurant,,,2,1
ranosh coffee,Coffee Shop,"الرياض, المملكة العربية السعودية",Cheap,7.4,Coffee Shop,,,2,1
toucan,Coffee Shop,"Thumamah Rd. (بلازا٤٦), الرياض 13248, المملكة العربية السعودية",Cheap,7.6,Coffee Shop,,,2,1
molciz burger,Burger Joint,المملكة العربية السعودية,Cheap,7.9,Burger Joint,,,2,1
nerds study cafe,Coffee Shop,"Othamn Bin Affan, الرياض 13328, المملكة العربية السعودية",Cheap,8.9,Coffee Shop,,,2,1
7drips,Coffee Shop,"الرياض 13328, المملكة العربية السعودية",Cheap,7.5,Coffee Shop,,,2,1
java café,Coffee Shop,"الرياض 13412, المملكة العربية السعودية",Cheap,6.7,Coffee Shop,,,2,1
top bun,Burger Joint,"Riyadh Front ((Vox Cinema)), الرياض 13413, المملكة العربية السعودية",Cheap,7.2,Burger Joint,,,2,1
gahwa,Coffee Shop,"Riyadh Front, الرياض 13413, المملكة العربية السعودية",Cheap,7.4,Coffee Shop,,,2,1
balcony cafe,Café,"RPQM+R2 King Khalid International Airport, Riyadh, الرياض 13413, المملكة العربية السعودية",Cheap,6.1,Café,,,2,1
mamma bunz cafe,Coffee Shop,"Riyadh Front, الرياض 13413, المملكة العربية السعودية",Cheap,7.0,Coffee Shop,,,2,1
gelato buono,Ice Cream Shop,"الرياض 13413, المملكة العربية السعودية",Cheap,6.3,Ice Cream Shop,,,2,1
kindah coffe,Coffee Shop,"الرياض 13254, المملكة العربية السعودية",Cheap,8.4,Coffee Shop,,,2,1
müh,"Café, Coffee Shop","Riyadh Front, الرياض 13413, المملكة العربية السعودية",Cheap,8.2,Café, Coffee Shop,,1,2
wagyu burger,Burger Joint,"الرياض 13413, المملكة العربية السعودية",Cheap,8.5,Burger Joint,,,2,1
camellia,Coffee Shop,"Riyadh Front 13413, المملكة العربية السعودية",Cheap,7.0,Coffee Shop,,,2,1
outback,Steakhouse,"الرياض 13413, المملكة العربية السعودية",Very Expensive,7.8,Steakhouse,,,2,1
la rustica pizzeria,Pizza Place,"الرياض, المملكة العربية السعودية",Cheap,7.4,Pizza Place,,,2,1
steak house burgers,Burger Joint,"الرياض 13413, المملكة العربية السعودية",Cheap,7.4,Burger Joint,,,2,1
plank sourdough pizza,Pizza Place,"الرياض 13413, المملكة العربية السعودية",Cheap,6.3,Pizza Place,,,2,1
fire gril,Mexican Restaurant,"الرياض 13413, المملكة العربية السعودية",Cheap,6.7,Mexican Restaurant,,,2,1
kashounat al bait,Middle Eastern Restaurant,"الرياض 13413, المملكة العربية السعودية",Moderate,6.5,Middle Eastern Restaurant,,,2,1
white garden,"Restaurant, Café","الرياض 13413, المملكة العربية السعودية",Moderate,6.5,Restaurant, Café,,1,2
porta cafe,Coffee Shop,"الرياض 13412, المملكة العربية السعودية",Cheap,6.3,Coffee Shop,,,2,1
coffee engineering,"Coffee Shop, Café","الرياض 13421, المملكة العربية السعودية",Cheap,7.2,Coffee Shop, Café,,1,2
here café,Café,"Al Munsiyah, Ath Thumamah Road, Al Munsiyah،, Riyadh 13249 (Al Munsiyah, Ath Thumamah Road, Al Munsiyah،, Riya), الرياض 13249, المملكة العربية السعودية",Cheap,8.1,Café,,,2,1
talada,"Sports Bar, Cave, Coffee Shop","الرياض, المملكة العربية السعودية",Cheap,7.0,Sports Bar, Cave, Coffee Shop,0,3
dominos,Pizza Place,"الرياض 13254, المملكة العربية السعودية",Cheap,7.3,Pizza Place,,,2,1
gardenia,"Café, Residential Building (Apartment / Condo)","Ar Rimal, الرياض, المملكة العربية السعودية",Cheap,7.3,Café, Residential Building (Apartment / Condo),,1,2
sunset cafe,Café,"الرياض, المملكة العربية السعودية",Cheap,7.9,Café,,,2,1
lucca steak house,Steakhouse,"الرياض 13413, المملكة العربية السعودية",Very Expensive,5.6,Steakhouse,,,2,1
superano - sasco 1,"Ice Cream Shop, Hot Dog Joint","Sasco The Balm, الرياض, المملكة العربية السعودية",Cheap,8.0,Ice Cream Shop, Hot Dog Joint,,1,2
coffee dawni,Coffee Shop,"الرياض 13332, المملكة العربية السعودية",Cheap,6.5,Coffee Shop,,,2,1
burger king - al bustan village,"American Restaurant, Burger Joint","الرياض, المملكة العربية السعودية",Moderate,6.0,American Restaurant, Burger Joint,,1,2
aqua,Restaurant,المملكة العربية السعودية,Moderate,7.5,Restaurant,,,2,1
o’po specialty coffee,Coffee Shop,"King Salman Rd., الرياض 13328, المملكة العربية السعودية",Cheap,8.5,Coffee Shop,,,2,1
raising cane’s,Fried Chicken Joint,"Najrs Square-Drvide Thru-Riyadh, الرياض 13328, المملكة العربية السعودية",Cheap,8.9,Fried Chicken Joint,,,2,1
iburger™,Burger Joint,"King Salman bin Abdulaziz, المملكة العربية السعودية",Cheap,6.0,Burger Joint,,,2,1
subway®,"Sandwich Place, Fast Food Restaurant","الرياض, المملكة العربية السعودية",Cheap,7.7,Sandwich Place, Fast Food Restaurant,,1,2
coffee first,Coffee Shop,المملكة العربية السعودية,Cheap,6.5,Coffee Shop,,,2,1
torta and more,Bakery,"الرياض 13415, المملكة العربية السعودية",Cheap,7.3,Bakery,,,2,1
4twins coffee & sweets,Food Truck,"الرياض 13521, المملكة العربية السعودية",Cheap,5.9,Food Truck,,,2,1
hi  (ice cream & juice),"Juice Bar, Ice Cream Shop","Tutamama (takhassusi / tutamama road), الرياض, المملكة العربية السعودية",Cheap,6.7,Juice Bar, Ice Cream Shop,,1,2
il senso della vita,"Café, Bistro, Coffee Shop","Thumamah Road (Marmara Plaza), الرياض 13442, المملكة العربية السعودية",Cheap,6.9,Café, Bistro, Coffee Shop,0,3
snabil alsalam,Dessert Shop,"الرياض, المملكة العربية السعودية",Cheap,6.6,Dessert Shop,,,2,1
more sauce,Food Truck,"الرياض 12351, المملكة العربية السعودية",Cheap,7.9,Food Truck,,,2,1
tefachìe,Coffee Shop,"الرياض 13333, المملكة العربية السعودية",Cheap,8.2,Coffee Shop,,,2,1
vol2 coffee,Coffee Shop,"الرياض, المملكة العربية السعودية",Cheap,5.9,Coffee Shop,,,2,1
12cups | wonder land,Café,"الرياض, المملكة العربية السعودية",Cheap,7.5,Café,,,2,1
august cafe,Coffee Shop,"الرياض 13415, المملكة العربية السعودية",Cheap,8.3,Coffee Shop,,,2,1
spar pnu,Bakery,"الرياض 13415, المملكة العربية السعودية",Cheap,7.8,Bakery,,,2,1
rotiboy,"Café, Bakery","PNU (Airport Road), الرياض, المملكة العربية السعودية",Cheap,6.2,Café, Bakery,,1,2
moon cafe,"Coffee Shop, Café","الرياض 13415, المملكة العربية السعودية",Cheap,6.7,Coffee Shop, Café,,1,2
al-yamamah casino & coffee,Coffee Shop,"الرياض, المملكة العربية السعودية",Cheap,7.1,Coffee Shop,,,2,1
"subway, al-yamamah university","Sandwich Place, Fast Food Restaurant","الرياض, المملكة العربية السعودية",Cheap,6.2,Sandwich Place, Fast Food Restaurant,,1,2
