name,categories,address,price,rating,cuisine1,cuisine2,cuisine3,temp,no_Of_cusines
"dr.cafe coffee labor & delivery section,dallah hospital- 2",Coffee Shop,"Abdulrahman, Al Rafea, الرياض, المملكة العربية السعودية",Cheap,8.9,Coffee Shop,,,2,1
half million - al rajhi tower,Coffee Shop,"Al Rajhi Tower (King Fahad Road), الرياض 12263, المملكة العربية السعودية",Cheap,6.4,Coffee Shop,,,2,1
roche cafe,"Coffee Shop, Café","Imam Saud Bin AbdulazizRd., الرياض, المملكة العربية السعودية",Cheap,7.9,Coffee Shop, Café,,1,2
pretzel maker,German Restaurant,"الرياض 12273, المملكة العربية السعودية",Moderate,8.2,German Restaurant,,,2,1
bearcub,"Coffee Shop, Corporate Coffee Shop, Café","King Abdulaziz (King Fahad), الرياض 12274, المملكة العربية السعودية",Cheap,7.7,Coffee Shop, Corporate Coffee Shop, Café,0,3
simit sarayi (simit sarayı),"Bagel Shop, Bakery","King Abdulaziz Rd., الرياض, المملكة العربية السعودية",Cheap,5.9,Bagel Shop, Bakery,,1,2
coffee addicts,"Coffee Shop, Café","Abi Bakr Al Siddiq Rd., الرياض 12462, المملكة العربية السعودية",Cheap,8.2,Coffee Shop, Café,,1,2
ga ga pasta & noodles,Noodle House,"Abi Bakr Al Siddiq Rd, الرياض, المملكة العربية السعودية",Cheap,7.3,Noodle House,,,2,1
biftek durum,"Turkish Restaurant, Doner Restaurant","7164 ابي بكر الصديق الفرعي، Al Mursilat (King Abdullah Road), الرياض 12462, المملكة العربية السعودية",Moderate,4.9,Turkish Restaurant, Doner Restaurant,,1,2
23m cafe,Coffee Shop,"King Abdullah Rd., الرياض 12444, المملكة العربية السعودية",Cheap,8.1,Coffee Shop,,,2,1
trsa coffee house,"Coffee Shop, Coffee Roaster","King Abduallah, الرياض 12444, المملكة العربية السعودية",Cheap,7.1,Coffee Shop, Coffee Roaster,,1,2
steam cafe,Coffee Shop,"King Abdullah District (Uthman Ibn Affan Rd), الرياض 12451, المملكة العربية السعودية",Cheap,9.4,Coffee Shop,,,2,1
the diet station,Restaurant,"الرياض 12445, المملكة العربية السعودية",Moderate,7.7,Restaurant,,,2,1
heididorf,"Coffee Shop, Café","طريق عثمان بن عفان (العلمين), الرياض 12451, المملكة العربية السعودية",Cheap,7.5,Coffee Shop, Café,,1,2
prime cafe,Café,المملكة العربية السعودية,Cheap,6.3,Café,,,2,1
burger makers,Burger Joint,"Uthman Ibn Affan Rd., الرياض 12445, المملكة العربية السعودية",Cheap,5.6,Burger Joint,,,2,1
minidelights,Cupcake Shop,"حي الواحه (Alwaha), الرياض 12345, المملكة العربية السعودية",Moderate,5.0,Cupcake Shop,,,2,1
r. m. rindu alam,Indonesian Restaurant,"Hatim At Tai, الرياض, المملكة العربية السعودية",Moderate,7.6,Indonesian Restaurant,,,2,1
atlas restaurant,Restaurant,المملكة العربية السعودية,Moderate,5.9,Restaurant,,,2,1
shawarma house,Middle Eastern Restaurant,"الرياض 13221, المملكة العربية السعودية",Moderate,8.0,Middle Eastern Restaurant,,,2,1
broccoli pasta & pizza,Pizza Place,المملكة العربية السعودية,Cheap,6.8,Pizza Place,,,2,1
kabayan reataurant,Filipino Restaurant,"الرياض 14242, المملكة العربية السعودية",Moderate,8.3,Filipino Restaurant,,,2,1
main cafeteria,Restaurant,المملكة العربية السعودية,Moderate,5.6,Restaurant,,,2,1
java cafe - cardiac building,Café,المملكة العربية السعودية,Cheap,7.0,Café,,,2,1
dr. cafe or,Coffee Shop,المملكة العربية السعودية,Cheap,7.2,Coffee Shop,,,2,1
coshp cafeteria,Diner,"الرياض 14611, المملكة العربية السعودية",Cheap,5.2,Diner,,,2,1
refill coffee,Coffee Shop,"الرياض 13713, المملكة العربية السعودية",Cheap,9.0,Coffee Shop,,,2,1
catch cafe,Coffee Shop,"Al imam Saud Ibn Abdul, Riyadh 13713, المملكة العربية السعودية",Cheap,8.7,Coffee Shop,,,2,1
farzi café,Indian Restaurant,"Hittin  - The Residence (Prince Saud Bin Mohammed Bin Muqrin Rd), الرياض 13713, المملكة العربية السعودية",Moderate,8.6,Indian Restaurant,,,2,1
personage ooze coffee,Coffee Shop,"Personage, الرياض 13514, المملكة العربية السعودية",Cheap,6.6,Coffee Shop,,,2,1
the pancake house,Breakfast Spot,"AlThaghar Plaza | الثغر بلازا (King Khalid Rd.), الرياض, المملكة العربية السعودية",Cheap,5.7,Breakfast Spot,,,2,1
4twins food track,Coffee Shop,"الرياض, المملكة العربية السعودية",Cheap,8.0,Coffee Shop,,,2,1
streat truck,Food Truck,"Prince Muhammad Ibn Saad Ibn Abdulaziz Rd (Alaqiq), الرياض 13516, المملكة العربية السعودية",Cheap,9.0,Food Truck,,,2,1
mol10,"Coffee Shop, Dessert Shop, Café","Hittin Square (Prince Turki Ibn Abdulaziz Al Awwal Rd), الرياض 13513, المملكة العربية السعودية",Cheap,8.3,Coffee Shop, Dessert Shop, Café,0,3
dunkin' donuts,Donut Shop,"الرياض 13513, المملكة العربية السعودية",Cheap,8.4,Donut Shop,,,2,1
starbucks reserve,Coffee Shop,"البوليڤارد (Prince Turki Ibn Abdulaziz Al Awwal Road), الرياض 13513, المملكة العربية السعودية",Cheap,8.8,Coffee Shop,,,2,1
karak katti kabab,Middle Eastern Restaurant,"Rubeen Plaza (Hittin), الرياض 13512, المملكة العربية السعودية",Moderate,7.8,Middle Eastern Restaurant,,,2,1
the cheesecake factory,American Restaurant,"Riyadh Park (Northern Ring Road), الرياض 13511, المملكة العربية السعودية",Moderate,9.3,American Restaurant,,,2,1
joe's cafe,"Café, Italian Restaurant, Coffee Shop","Riyadh Park, الرياض, المملكة العربية السعودية",Cheap,6.5,Café, Italian Restaurant, Coffee Shop,0,3
big chefs,Turkish Restaurant,"Riyadh Park Mall (Northern Ring Rd.), الرياض, المملكة العربية السعودية",Moderate,6.5,Turkish Restaurant,,,2,1
o'bake market,"Bakery, Gourmet Shop, Restaurant","Riyadh Park Mall, Gate 1, الرياض 13511, المملكة العربية السعودية",Cheap,8.8,Bakery, Gourmet Shop, Restaurant,0,3
raising cane's - riyadh park mall,Fried Chicken Joint,"Riyadh Park, الرياض 13511, المملكة العربية السعودية",Cheap,8.0,Fried Chicken Joint,,,2,1
le dorma,French Restaurant,"الرياض 13512, المملكة العربية السعودية",Expensive,5.7,French Restaurant,,,2,1
magalotti gelateria,Ice Cream Shop,"الرياض بارك الدور الثاني, الرياض, المملكة العربية السعودية",Cheap,7.7,Ice Cream Shop,,,2,1
nando's rubeen plaza,Portuguese Restaurant,"Northern Ring Branch Road, الرياض 13512, المملكة العربية السعودية",Moderate,6.0,Portuguese Restaurant,,,2,1
rozana,Middle Eastern Restaurant,"رياض بارك (العقيق), الرياض 13511, المملكة العربية السعودية",Moderate,6.8,Middle Eastern Restaurant,,,2,1
cereal protocol,"Coffee Shop, Café, Ice Cream Shop","Al Takhassusi St, الرياض 12383, المملكة العربية السعودية",Cheap,8.9,Coffee Shop, Café, Ice Cream Shop,0,3
toma café,"Coffee Shop, Café","Takhassusi St. (Takhassusi Street), الرياض 12383, المملكة العربية السعودية",Cheap,7.9,Coffee Shop, Café,,1,2
voltz coffee,Coffee Shop,"Takhassusi St., الرياض 12384, المملكة العربية السعودية",Cheap,7.8,Coffee Shop,,,2,1
goodies,Dessert Shop,"Altakassosi Road - Al Nakheel Al Gharbi, الرياض, المملكة العربية السعودية",Cheap,7.5,Dessert Shop,,,2,1
yummy tummy,Cupcake Shop,"Ad Dir‘īyah, المملكة العربية السعودية",Moderate,7.1,Cupcake Shop,,,2,1
chocolat boutique,Dessert Shop,"King Fahd Rd., الرياض, المملكة العربية السعودية",Cheap,6.8,Dessert Shop,,,2,1
geeburger,Food Truck,"Ryadh, المملكة العربية السعودية",Cheap,7.5,Food Truck,,,2,1
harry's pizza,Pizza Place,"Imam Saud Bin Abdulaziz, الرياض, المملكة العربية السعودية",Cheap,7.9,Pizza Place,,,2,1
arabiano,"Middle Eastern Restaurant, Turkish Restaurant","طريق الإمام سعود (طريق الملك عبدالعزيز), الرياض 12274, المملكة العربية السعودية",Moderate,7.0,Middle Eastern Restaurant, Turkish Restaurant,,1,2
amore gelato sticks,"Dessert Shop, Ice Cream Shop","Hayat Mall, الرياض, المملكة العربية السعودية",Cheap,7.6,Dessert Shop, Ice Cream Shop,,1,2
application developer cafe,Coffee Shop,"الرياض, المملكة العربية السعودية",Cheap,7.1,Coffee Shop,,,2,1
katashi,Sushi Restaurant,"الرياض 12272, المملكة العربية السعودية",Moderate,6.5,Sushi Restaurant,,,2,1
dr. cafe - stc al jawal bldg,Coffee Shop,"الرياض, المملكة العربية السعودية",Cheap,6.8,Coffee Shop,,,2,1
dr. cafe coffee bld. 12,Café,"الرياض 12464, المملكة العربية السعودية",Cheap,7.9,Café,,,2,1
yummybunz,"Donut Shop, Pastry Shop, Bakery","12462 (Abi bakr Ad siddiq Rd), الرياض 12462, المملكة العربية السعودية",Cheap,7.8,Donut Shop, Pastry Shop, Bakery,0,3
coffe moment,Coffee Shop,"الرياض, المملكة العربية السعودية",Cheap,6.1,Coffee Shop,,,2,1
shrimpini,"Seafood Restaurant, Food Truck","الرياض, المملكة العربية السعودية",Expensive,7.0,Seafood Restaurant, Food Truck,,1,2
more 7 cafe,Coffee Shop,"Eastern Ring, الرياض, المملكة العربية السعودية",Cheap,7.1,Coffee Shop,,,2,1
rodna cafè,Café,"Saud Alkabeer St., الرياض, المملكة العربية السعودية",Cheap,7.8,Café,,,2,1
blend,Snack Place,"الرياض, المملكة العربية السعودية",Cheap,6.8,Snack Place,,,2,1
55 cafee,"Café, Coffee Shop","الرياض، شارع أبي موسى الأشعري, الرياض 13212, المملكة العربية السعودية",Cheap,6.9,Café, Coffee Shop,,1,2
java café | drive thrue,Café,"الرياض 14241, المملكة العربية السعودية",Cheap,8.1,Café,,,2,1
caffé bene,Café,"الرياض, المملكة العربية السعودية",Cheap,7.5,Café,,,2,1
darbar restaurant,Indian Restaurant,"1st Floor, LuLu Hypermarket Exit 30 (Khurais Road), الرياض, المملكة العربية السعودية",Moderate,6.2,Indian Restaurant,,,2,1
"java cafe, king abdulaziz medical city",Coffee Shop,"Ar Rimayah, الرياض, المملكة العربية السعودية",Cheap,7.2,Coffee Shop,,,2,1
which which?,Sandwich Place,"King Abdulaziz Medical Center - National Guard, الرياض 14611, المملكة العربية السعودية",Cheap,7.2,Sandwich Place,,,2,1
4 twins coffee & sweet,Food Truck,"الرياض 14611, المملكة العربية السعودية",Cheap,7.4,Food Truck,,,2,1
java cafe tower-b floor-3,"Coffee Shop, Café","Tower B - Floor 3, الرياض 14611, المملكة العربية السعودية",Cheap,7.5,Coffee Shop, Café,,1,2
pane piatto,Bagel Shop,"الرياض, المملكة العربية السعودية",Cheap,5.6,Bagel Shop,,,2,1
booze speciality coffee bar | mzwalah,Coffee Shop,"الرياض, المملكة العربية السعودية",Cheap,7.7,Coffee Shop,,,2,1
le relais de l entercôte,French Restaurant,"الرياض, المملكة العربية السعودية",Expensive,7.5,French Restaurant,,,2,1
sold out,"Food Truck, Burger Joint","الرياض 13513, المملكة العربية السعودية",Cheap,8.0,Food Truck, Burger Joint,,1,2
wadi cafè,Coffee Shop,"شارع الامير سلطان - العودة- الدرعيه (العودة), الدرعيه, المملكة العربية السعودية",Cheap,7.3,Coffee Shop,,,2,1
home burger ( food truck ),Food Truck,"الرياض, المملكة العربية السعودية",Cheap,8.3,Food Truck,,,2,1
souffle truck,Food Truck,"الرياض, المملكة العربية السعودية",Cheap,7.1,Food Truck,,,2,1
phenomenon sweet,Food Truck,"الرياض 12363, المملكة العربية السعودية",Cheap,8.6,Food Truck,,,2,1
carnival food truck,Food Truck,"الرياض 13514, المملكة العربية السعودية",Cheap,7.7,Food Truck,,,2,1
cosmo,Coffee Shop,"Prince Turki Ibn Abdulaziz Al Awwal Rd., الرياض 13512, المملكة العربية السعودية",Cheap,8.5,Coffee Shop,,,2,1
peák,Coffee Shop,"Prince Mohammed Ibn Salman Rd., الرياض 13513, المملكة العربية السعودية",Cheap,8.8,Coffee Shop,,,2,1
dh lounge,Café,"الرياض 13512, المملكة العربية السعودية",Cheap,8.1,Café,,,2,1
abu jbara,Falafel Restaurant,"Hitten Square (Prince Saud Bin Mohammed Bin Muqrin Rd), الرياض 13513, المملكة العربية السعودية",Cheap,7.7,Falafel Restaurant,,,2,1
flourish bakery,Bakery,"الرياض 13513, المملكة العربية السعودية",Cheap,8.2,Bakery,,,2,1
lounge by aurum,"Lounge, Restaurant, Café","الرياض 13512, المملكة العربية السعودية",Expensive,7.5,Lounge, Restaurant, Café,0,3
azez steak,"Food Truck, BBQ Joint","الرياض 13518, المملكة العربية السعودية",Cheap,8.9,Food Truck, BBQ Joint,,1,2
jolt by the park,Coffee Shop,"Riyadh Park, الرياض 13511, المملكة العربية السعودية",Cheap,8.8,Coffee Shop,,,2,1
caf cafè,Café,"Riyadh Park Mall Northern Ring Branch Rd, الرياض, المملكة العربية السعودية",Cheap,8.4,Café,,,2,1
chunk social,"Restaurant, Café, Bakery","Riyadh Park Mall Gate 2, 2nd Floor, الرياض 13511, المملكة العربية السعودية",Moderate,8.5,Restaurant, Café, Bakery,0,3
secret garden,Café,"الرياض بارك مول (الدائري الشمالي), الرياض 13511, المملكة العربية السعودية",Cheap,7.0,Café,,,2,1
vogue cafe,Café,"Riyadh Park First Floor, الرياض 13511, المملكة العربية السعودية",Cheap,8.2,Café,,,2,1
wisdom café,Café,"الرياض, المملكة العربية السعودية",Cheap,8.5,Café,,,2,1
buffalo wild wings,Wings Joint,"Riyadh Park Mall, الرياض, المملكة العربية السعودية",Cheap,8.0,Wings Joint,,,2,1
boost juice bars,Juice Bar,"Riyadh Park, الرياض 13511, المملكة العربية السعودية",Cheap,8.3,Juice Bar,,,2,1
la chocolate bar,Café,"Riyadh Park Second Floor, الرياض, المملكة العربية السعودية",Cheap,6.6,Café,,,2,1
roberto cavalli cafe,Café,"الرياض 13511, المملكة العربية السعودية",Cheap,7.3,Café,,,2,1
roberto cavali cafe at riyadh park,Café,"الرياض 13511, المملكة العربية السعودية",Cheap,7.7,Café,,,2,1
papparoti,Coffee Shop,"الرياض 13511, المملكة العربية السعودية",Cheap,6.4,Coffee Shop,,,2,1
illy caffe,Coffee Shop,"الرياض, المملكة العربية السعودية",Cheap,7.6,Coffee Shop,,,2,1
pandemic coffee,Coffee Shop,"شارع الأمير تركي بن عبدالعزيز الأول, الرياض 12385, المملكة العربية السعودية",Cheap,8.2,Coffee Shop,,,2,1
cavalli caffe,Café,"الرياض 13511, المملكة العربية السعودية",Cheap,7.7,Café,,,2,1
five elephants - specialty coffee shop,Coffee Shop,"Riyadh Park, الرياض 13511, المملكة العربية السعودية",Cheap,8.1,Coffee Shop,,,2,1
urth caffè,Café,"الرياض 13519, المملكة العربية السعودية",Cheap,8.4,Café,,,2,1
starbucks303,Coffee Shop,"الرياض 13519, المملكة العربية السعودية",Cheap,7.3,Coffee Shop,,,2,1
azen grill,Restaurant,"303 Area, الرياض 13519, المملكة العربية السعودية",Moderate,6.1,Restaurant,,,2,1
beefbar deli,Steakhouse,"الرياض 13519, المملكة العربية السعودية",Very Expensive,5.4,Steakhouse,,,2,1
harry’s pizza,Pizza Place,"KAFD, الرياض 13519, المملكة العربية السعودية",Cheap,6.5,Pizza Place,,,2,1
cnc coffee s,Coffee Shop,"الرياض 13519, المملكة العربية السعودية",Cheap,8.3,Coffee Shop,,,2,1
sushi centro,Sushi Restaurant,"Al-Murooj (Olaya Street), الرياض 12264, المملكة العربية السعودية",Moderate,6.2,Sushi Restaurant,,,2,1
look up,Coffee Shop,"الرياض 12281, المملكة العربية السعودية",Cheap,8.5,Coffee Shop,,,2,1
eatzah,Dessert Shop,المملكة العربية السعودية,Cheap,7.5,Dessert Shop,,,2,1
blondom grilled burger,"Burger Joint, American Restaurant","King Abdulaziz Rd., الرياض, المملكة العربية السعودية",Cheap,7.2,Burger Joint, American Restaurant,,1,2
x scoop,Ice Cream Shop,"Maseef (King Abdulaziz), الرياض 12282, المملكة العربية السعودية",Cheap,7.6,Ice Cream Shop,,,2,1
amsterdamer friet,Fast Food Restaurant,"King Abdulaziz Rd, الرياض 12465, المملكة العربية السعودية",Cheap,7.7,Fast Food Restaurant,,,2,1
self made,Coffee Shop,"Abu Baker Road, الرياض 12473, المملكة العربية السعودية",Cheap,8.8,Coffee Shop,,,2,1
rose cafe,Café,"الرياض, المملكة العربية السعودية",Cheap,7.6,Café,,,2,1
trabeesh cafe,Coffee Shop,"Abi Bakr Al Siddiq Road, الرياض, المملكة العربية السعودية",Cheap,7.7,Coffee Shop,,,2,1
absolute fries,"Fast Food Restaurant, American Restaurant","الرياض 12474, المملكة العربية السعودية",Cheap,8.2,Fast Food Restaurant, American Restaurant,,1,2
300 degrees,Burger Joint,"الرياض 12474, المملكة العربية السعودية",Cheap,7.8,Burger Joint,,,2,1
starbuck at alhammadi hospital,Coffee Shop,"Muqrin Ibn Abdulaziz (Hail Street), الرياض 12472, المملكة العربية السعودية",Cheap,8.3,Coffee Shop,,,2,1
65° (sixty five degrees) cafè,"Coffee Shop, Café","Prince Muqrin Ibn Abdulaziz (Uthman Ibn Affan Rd.), الرياض 12474, المملكة العربية السعودية",Cheap,8.2,Coffee Shop, Café,,1,2
cottage coffee,"Coffee Shop, Café","الرياض 12474, المملكة العربية السعودية",Cheap,8.6,Coffee Shop, Café,,1,2
captain hanson,Donut Shop,"الرياض 12474, المملكة العربية السعودية",Cheap,7.3,Donut Shop,,,2,1
brothers burger joint (bbj),"American Restaurant, Burger Joint","الرياض 12474, المملكة العربية السعودية",Moderate,7.2,American Restaurant, Burger Joint,,1,2
charleys philly steak,"American Restaurant, Fast Food Restaurant","الرياض 12474, المملكة العربية السعودية",Moderate,5.5,American Restaurant, Fast Food Restaurant,,1,2
arabica coffee,Coffee Shop,"Othman bin Afan Rd., الرياض 12472, المملكة العربية السعودية",Cheap,7.8,Coffee Shop,,,2,1
otato breakfast house,Breakfast Spot,"الرياض 12472, المملكة العربية السعودية",Cheap,6.4,Breakfast Spot,,,2,1
cesaro,Italian Restaurant,"الرياض 12483, المملكة العربية السعودية",Moderate,8.3,Italian Restaurant,,,2,1
bros sweet & coffee,"Café, Coffee Shop","King Abdullah Rd., الرياض 13214, المملكة العربية السعودية",Cheap,8.2,Café, Coffee Shop,,1,2
dunkin donuts - post graduate training center (ksauhs),Donut Shop,"الرياض, المملكة العربية السعودية",Cheap,7.8,Donut Shop,,,2,1
bliss cafe,Café,"الأمير فهد بن محمد, الرياض 13517, المملكة العربية السعودية",Cheap,8.6,Café,,,2,1
ohayou,"Breakfast Spot, Café","Prince Turki Street (Hittin), الرياض 13512, المملكة العربية السعودية",Cheap,8.8,Breakfast Spot, Café,,1,2
lilou artisan patisserie,"Bakery, Dessert Shop","Prince Turki Al Awwal Rd., الرياض, المملكة العربية السعودية",Cheap,9.2,Bakery, Dessert Shop,,1,2
montaigne bistro,"Café, Bistro","Prince Turki Bin Abdulazziz Al Awwal Rd (Saud Bin Mohammed Bin Muqrin Rd), الرياض, المملكة العربية السعودية",Cheap,7.6,Café, Bistro,,1,2
homies truck,"Food Truck, Burger Joint","Turki Alawwal St. (Turki Alawwal), الرياض 11353, المملكة العربية السعودية",Cheap,8.2,Food Truck, Burger Joint,,1,2
001 blvd,"Steakhouse, Lounge","الرياض 13516, المملكة العربية السعودية",Very Expensive,6.7,Steakhouse, Lounge,,1,2
temporada di riyadh,Mexican Restaurant,"الرياض 13516, المملكة العربية السعودية",Cheap,6.9,Mexican Restaurant,,,2,1
temptation,Food Truck,"King Fahad, الرياض 13315, المملكة العربية السعودية",Cheap,8.1,Food Truck,,,2,1
face/off cafe,"Coffee Shop, Café","Prince Muhammed Bin Saad Bin Abdulaziz Road, الرياض 13511, المملكة العربية السعودية",Cheap,7.3,Coffee Shop, Café,,1,2
catch of the day,Seafood Restaurant,"Prince Saad Street, الرياض 13511, المملكة العربية السعودية",Expensive,7.6,Seafood Restaurant,,,2,1
element specialty coffee,Coffee Shop,"الرياض 13315, المملكة العربية السعودية",Cheap,8.3,Coffee Shop,,,2,1
la flor lounge,"Café, Coffee Shop","الرياض 13511, المملكة العربية السعودية",Cheap,8.6,Café, Coffee Shop,,1,2
let’s popcorn,Snack Place,"Alageeg Square, الرياض 13511, المملكة العربية السعودية",Cheap,7.6,Snack Place,,,2,1
cherry & strawberry,Juice Bar,"Al Aqiq (Prince Muhammad Ibn Saad Ibn Abdulaziz Road), الرياض 13511, المملكة العربية السعودية",Cheap,7.8,Juice Bar,,,2,1
wake cup,"Breakfast Spot, Coffee Shop, Café","الرياض 13511, المملكة العربية السعودية",Cheap,7.2,Breakfast Spot, Coffee Shop, Café,0,3
nestlē toll house,Café,"AL AGEEG SQUARE (Prince Muhammad Bin Abdulaziz Road), الرياض 13511, المملكة العربية السعودية",Cheap,6.8,Café,,,2,1
ganache,"Dessert Shop, Café","Riyadh Park Mall, الرياض 13511, المملكة العربية السعودية",Cheap,7.1,Dessert Shop, Café,,1,2
chocolate bar (jos angeles),Coffee Shop,"Riyadh Park Mall (North Ring), الرياض, المملكة العربية السعودية",Cheap,5.9,Coffee Shop,,,2,1
the cap sol,"Tea Room, Coffee Shop","الرياض 13511, المملكة العربية السعودية",Moderate,7.8,Tea Room, Coffee Shop,,1,2
cookies n’cream,"Cupcake Shop, Dessert Shop, Café","الرياض 13511, المملكة العربية السعودية",Moderate,8.3,Cupcake Shop, Dessert Shop, Café,0,3
coffee holic,"Coffee Shop, Café","كوفي هوليك, الرياض, المملكة العربية السعودية",Cheap,6.1,Coffee Shop, Café,,1,2
rōla wala,Indian Restaurant,"Riyadh Park Mall, الرياض 13511, المملكة العربية السعودية",Moderate,8.7,Indian Restaurant,,,2,1
wadik,Middle Eastern Restaurant,"الرياض 13519, المملكة العربية السعودية",Moderate,6.9,Middle Eastern Restaurant,,,2,1
batchig,"Mediterranean Restaurant, Hookah Bar","al wadi king abdullah financial district, الرياض 13519, المملكة العربية السعودية",Moderate,6.5,Mediterranean Restaurant, Hookah Bar,,1,2
citron by a,Dessert Shop,"KAFD (King Fahad Rd), الرياض 13519, المملكة العربية السعودية",Cheap,6.7,Dessert Shop,,,2,1
grubers,Burger Joint,"KAFD THE 303, الرياض 13519, المملكة العربية السعودية",Cheap,4.8,Burger Joint,,,2,1
mayia lounge,"Café, Lounge","Doubletree Hilton, North ring Road (Exit 5), الرياض, المملكة العربية السعودية",Cheap,6.5,Café, Lounge,,1,2
open barista bistro,"Restaurant, Buffet","Double Tree Hilton, الرياض, المملكة العربية السعودية",Moderate,6.5,Restaurant, Buffet,,1,2
lugaimat tuf,"Dessert Shop, Pastry Shop","Tami Tamir (Tami Tamir), الرياض 12283, المملكة العربية السعودية",Cheap,8.5,Dessert Shop, Pastry Shop,,1,2
le cafeier cafe & lounge,"Coffee Shop, Café","King Abdulaziz Road, الرياض 12284, المملكة العربية السعودية",Cheap,8.2,Coffee Shop, Café,,1,2
churros joy,"Coffee Shop, Pastry Shop","المروج (طريق الملك عبدالعزيز), الرياض 12467, المملكة العربية السعودية",Cheap,7.7,Coffee Shop, Pastry Shop,,1,2
vibes coffee,Coffee Shop,"Abi Bakr Al Siddiq Rd. (Abi Bakr Al Siddiq St), الرياض 12475, المملكة العربية السعودية",Cheap,8.7,Coffee Shop,,,2,1
more cafe,Coffee Shop,"الرياض 12466, المملكة العربية السعودية",Cheap,6.3,Coffee Shop,,,2,1
tim hortans,Coffee Shop,"الرياض, المملكة العربية السعودية",Cheap,6.3,Coffee Shop,,,2,1
spar caffé,Coffee Shop,"الرياض 12474, المملكة العربية السعودية",Cheap,8.6,Coffee Shop,,,2,1
mandarino cafè,"Café, Lebanese Restaurant","Othman Ibn Affab St. (Abdullah Ibn Saad St.), الرياض 12474, المملكة العربية السعودية",Cheap,6.1,Café, Lebanese Restaurant,,1,2
patio lounge,Coffee Shop,"الرياض 12474, المملكة العربية السعودية",Cheap,6.5,Coffee Shop,,,2,1
burgerlly,Burger Joint,"Prince Muqrin Ibn Abdulaziz St طريق الامير مقرن بن عبدالعزيز (Mugharrazat Plaza Complex), الرياض 12483, المملكة العربية السعودية",Cheap,7.7,Burger Joint,,,2,1
slider concept,Burger Joint,"الرياض 12483, المملكة العربية السعودية",Cheap,7.7,Burger Joint,,,2,1
musted,Hot Dog Joint,"الرياض, المملكة العربية السعودية",Cheap,8.6,Hot Dog Joint,,,2,1
churro & coffee,Coffee Shop,"الرياض 12483, المملكة العربية السعودية",Cheap,8.6,Coffee Shop,,,2,1
container cafe,"Café, Coffee Shop","الرياض 12483, المملكة العربية السعودية",Cheap,6.2,Café, Coffee Shop,,1,2
‪loukoumades,Dessert Shop,"الرياض 12483, المملكة العربية السعودية",Cheap,7.9,Dessert Shop,,,2,1
dr cafe coffee,Coffee Shop,"al Quds exit 10 (King abdullah/eastern ring road), الرياض 11566, المملكة العربية السعودية",Cheap,7.8,Coffee Shop,,,2,1
creamistry,"Ice Cream Shop, Dessert Shop","King Abdullah Road, الرياض, المملكة العربية السعودية",Cheap,5.5,Ice Cream Shop, Dessert Shop,,1,2
munch bakery,"Cupcake Shop, Bakery","King Abdullah Rd (Alhamra), الرياض 13216, المملكة العربية السعودية",Moderate,8.8,Cupcake Shop, Bakery,,1,2
danah compound coffee shop,Coffee Shop,المملكة العربية السعودية,Cheap,5.4,Coffee Shop,,,2,1
face/off cafe | saad square,Coffee Shop,"الرياض 13518, المملكة العربية السعودية",Cheap,9.0,Coffee Shop,,,2,1
{m} etaphor,Coffee Shop,"Saad Square, الرياض 13518, المملكة العربية السعودية",Cheap,7.9,Coffee Shop,,,2,1
threeinone,Middle Eastern Restaurant,"Prince Faisal Bin Abdullah Bin Abdulrahman, الرياض 13518, المملكة العربية السعودية",Moderate,7.4,Middle Eastern Restaurant,,,2,1
w! artisan cafe,"Coffee Shop, Bakery, Café","Hittin (Faisal Bin Abdullah), الرياض 13518, المملكة العربية السعودية",Cheap,8.8,Coffee Shop, Bakery, Café,0,3
quetzal café,"Café, Coffee Shop","الرياض 13518, المملكة العربية السعودية",Cheap,9.2,Café, Coffee Shop,,1,2
o'clock breakfast & coffee,"Breakfast Spot, Coffee Shop","Prince Faisal bin Abdurhman Rd, الرياض, المملكة العربية السعودية",Cheap,8.1,Breakfast Spot, Coffee Shop,,1,2
turtle café,"Food Truck, Café","Prince Turki Ibn Abdulaziz Alawwal Road, الرياض, المملكة العربية السعودية",Cheap,8.5,Food Truck, Café,,1,2
shababik garden,"Café, Hookah Bar","Boulevard Riyadh (Prince Turki Alwwal Rd), الرياض 13516, المملكة العربية السعودية",Cheap,6.2,Café, Hookah Bar,,1,2
gold&black truck,"Food Truck, Dessert Shop","الرياض, المملكة العربية السعودية",Cheap,7.4,Food Truck, Dessert Shop,,1,2
nørth coffee,Coffee Shop,"Riyadh Season, الرياض 13516, المملكة العربية السعودية",Cheap,7.1,Coffee Shop,,,2,1
aljyad cafè,Café,"Hittin (Prince Saud bin Mohammed bin Muqrin Rd), الرياض 13516, المملكة العربية السعودية",Cheap,7.4,Café,,,2,1
brunch bakery,Bakery,"Prince Saud Bin Mohammed Rd (Prince Muhammad Ibn Saad Rd), الرياض, المملكة العربية السعودية",Cheap,8.5,Bakery,,,2,1
strada coffee,"Coffee Shop, Café","Prince Saud Bin Muhammad Bin Miqren Road (الرياض - مخرج ٢ - حي حطين - طريق الأمير سعود بن مح), الرياض 13516, المملكة العربية السعودية",Cheap,7.0,Coffee Shop, Café,,1,2
coffe day express,Coffee Shop,"Prince Saud Ibn Muhammad Street, الرياض, المملكة العربية السعودية",Cheap,7.4,Coffee Shop,,,2,1
