name,categories,address,lat,lng,price,likes,photos,tips,rating,ratingSignals
Hex Cafe Specialty House (هكس كافيه للقهوة المختصة),"Coffee Shop, Café","Uthman Ibn Affan Rd. (Uthman Ibn Affan Brunch Rd.), الرياض 13324, المملكة العربية السعودية",24.82772338323869,46.68343021420033,Cheap,417.0,2071,154,8.3,566.0
BISTECCA,"Steakhouse, Burger Joint, Restaurant","الرياض 13323, المملكة العربية السعودية",24.825654,46.68314,Very Expensive,38.0,127,17,8.1,55.0
فوال الطايف,"Middle Eastern Restaurant, Breakfast Spot",المملكة العربية السعودية,24.827835652973885,46.68527984908333,Moderate,23.0,57,9,7.2,34.0
1827 Café,Coffee Shop,"الرياض 13323, المملكة العربية السعودية",24.828482,46.682025,Cheap,64.0,228,18,8.6,79.0
ROQAY'S FLAVOR ذوق رقيه,"Dessert Shop, Cupcake Shop","الرياض, المملكة العربية السعودية",24.82818660923387,46.68213946467656,Cheap,30.0,5,2,8.0,36.0
dr.CAFE COFFEE | د. كيف,"Coffee Shop, Café, Tea Room","Uthman Ibn Affan Road (An Narjis), Riyadh 13324, المملكة العربية السعودية",24.824521681154327,46.685478687286384,Cheap,2.0,8,2,7.7,3.0
Cafe Liwan (كافيه ليوان),"Café, Coffee Shop","Othman Bin Affan Rd (Thumamah Rd), الرياض, المملكة العربية السعودية",24.818205853304445,46.68681763293169,Cheap,52.0,158,32,5.0,116.0
Aani & Dani (آني و داني),Dessert Shop,"Althumamah St., الرياض, المملكة العربية السعودية",24.817890830002423,46.68666759221932,Cheap,11.0,32,3,7.0,14.0
dr.CAFE COFFEE (د. كيف),"Coffee Shop, Café, Sandwich Place","KFSH Children's Cancer Center (Takhasussi St.), الرياض, المملكة العربية السعودية",24.8288826805276,46.693694284420296,Cheap,59.0,16,28,9.0,73.0
Dunkin' Dounts (دانكن دونتس),Donut Shop,"قرطبه (الحسن بن حسين بن علي), الرياض, المملكة العربية السعودية",24.824894362848024,46.75003507704986,Cheap,68.0,92,8,8.1,84.0
Dunkin' Donuts (دانكن دونتس),Donut Shop,"المونسية (طريق الحسن بن علي), المملكة العربية السعودية",24.82491714386131,46.75003475452774,Cheap,210.0,104,6,8.5,252.0
Herfy (هرفي),Fast Food Restaurant,"حي المونسية - شارع الشيخ حسن بن حسين بن علي, الرياض, المملكة العربية السعودية",24.82529380170467,46.74963829228928,Cheap,25.0,9,4,6.4,41.0
Papa johns,Pizza Place,"Al-Muanisiyah, الرياض, المملكة العربية السعودية",24.825,46.750159,Cheap,10.0,8,4,7.8,13.0
مندي الوسم للحمام,Middle Eastern Restaurant,"الرياض, المملكة العربية السعودية",24.828007730578552,46.76977378606247,Moderate,25.0,41,12,7.8,32.0
مضغوط نورة,Middle Eastern Restaurant,"Mohammed Al Barqi, Al Munsiyah, الرياض, المملكة العربية السعودية",24.825807398217307,46.77473090821093,Moderate,59.0,20,14,8.4,75.0
Subway,Sandwich Place,"Thmamah Road, الرياض 13253, المملكة العربية السعودية",24.825516,46.773848,Cheap,0.0,0,0,7.9,0.0
chunky chicken,Fried Chicken Joint,"المونسية, المملكة العربية السعودية",24.818954,46.774618,Cheap,8.0,1,1,6.9,10.0
Dunkin Donuts (دانكن دونتس),Donut Shop,"شارع البلقاء, الرياض 13253, المملكة العربية السعودية",24.827849781749386,46.78205829005082,Cheap,113.0,218,12,8.9,130.0
KFC,"Fast Food Restaurant, Fried Chicken Joint","Mohamed Al Barqi St, الرياض, المملكة العربية السعودية",24.827323572795414,46.77896050043623,Cheap,21.0,22,6,5.7,50.0
Java Time,Coffee Shop,المملكة العربية السعودية,24.827366315812835,46.78270217595754,Cheap,39.0,65,6,8.6,46.0
Pizza Hut,Pizza Place,"Munisyah (Ali Alazari Steet), الرياض, المملكة العربية السعودية",24.82630004753007,46.77954547286621,Cheap,7.0,6,0,7.2,10.0
burgerizer,Burger Joint,"حي المونسية, الرياض, المملكة العربية السعودية",24.827439996265895,46.78253888962576,Cheap,44.0,6,4,7.0,65.0
Cheese Volcano Burger (برجر بركان الجبن),Burger Joint,"Al Balqa, Al Munsiyah, الرياض, المملكة العربية السعودية",24.827516823062577,46.78239034696541,Cheap,13.0,28,12,5.9,29.0
Jad Mahal (جاد محل),"Middle Eastern Restaurant, Burger Joint, Turkish Restaurant","Al-Muanisiyah district, nearby (قصر اليخت), Abi Alfarazi st., الرياض, المملكة العربية السعودية",24.825753812709536,46.78022595964993,Moderate,15.0,2,0,5.3,30.0
Krispy Kreme,"Donut Shop, Coffee Shop","Dammam Road, الرياض, المملكة العربية السعودية",24.827404354147017,46.778923726707184,Cheap,5.0,14,1,5.7,11.0
روائع الرافدين للمشويات,Middle Eastern Restaurant,المملكة العربية السعودية,24.827191241276086,46.77799078415739,Moderate,3.0,0,3,5.4,8.0
Beans Wagon (عربة الفول),Breakfast Spot,"Shiekh Jaber Rd., الرياض, المملكة العربية السعودية",24.82715655800944,46.79629258477116,Cheap,45.0,31,7,8.1,56.0
Al Nafoora (مطاعم النافورة),Middle Eastern Restaurant,"الرياض, المملكة العربية السعودية",24.826092043124326,46.79725511566056,Moderate,10.0,4,6,5.7,22.0
Spice (سبايس),"Indian Restaurant, Fast Food Restaurant","طريق الشيخ جابر, الرياض, المملكة العربية السعودية",24.82294657099416,46.79925740925489,Moderate,9.0,20,6,5.4,21.0
Broasted (بروستد بيت القرمشة),Fried Chicken Joint,"مجمع مطاعم طريق الشيخ جابر, الرياض, المملكة العربية السعودية",24.821799,46.800296,Cheap,9.0,2,2,7.0,11.0
Taxi Burger (تكسي برجر),"Burger Joint, Fast Food Restaurant","طريق الشيخ جابر, الرياض, المملكة العربية السعودية",24.823000519341345,46.799293411021225,Cheap,7.0,22,2,5.3,18.0
Kahve Deryasi ديرياسي كافيه,"Coffee Shop, Café, Breakfast Spot","King Salman Rd, الرياض 13331, المملكة العربية السعودية",24.832202,46.626237,Cheap,111.0,720,49,8.1,156.0
Less Minimalist Specialty Coffee (لِس - قهوة مختصة),Coffee Shop,"Al-Yasmin (King Abdulaziz Rd.), الرياض 13326, المملكة العربية السعودية",24.83286374341009,46.637188231906926,Cheap,1859.0,11496,445,8.7,2423.0
Eat Smart,Restaurant,"King Abdulaziz Street, الرياض 13326, المملكة العربية السعودية",24.830824900086213,46.637839133668066,Moderate,107.0,359,23,8.4,138.0
Mashkhol (مشخول),Middle Eastern Restaurant,"king abdalaziz road (king salman road), الرياض 13325, المملكة العربية السعودية",24.831574,46.637049,Moderate,8.0,18,4,8.3,8.0
Eat Fit Nutrition - EFN,"Restaurant, Health Food Store","Yasmin (King Abdulazai), الرياض 13326, المملكة العربية السعودية",24.832917,46.637003,Moderate,3.0,36,2,6.0,8.0
زخرف كافية,Café,"Riyadh 13326, المملكة العربية السعودية",24.833263,46.637239,Cheap,12.0,37,3,7.4,16.0
Dunkin',Donut Shop,"Anas Bin Malik, الرياض, المملكة العربية السعودية",24.832387333086768,46.64375792018597,Cheap,14.0,6,0,7.5,17.0
AXES (أكسيس),Coffee Shop,"Al Qadesiyah, الرياض 13326, المملكة العربية السعودية",24.831799,46.649555,Cheap,246.0,1576,76,8.9,307.0
مخبز تميس,Bakery,"الرياض, المملكة العربية السعودية",24.82835,46.650962,Cheap,9.0,5,0,8.1,9.0
ALYASAMAUN COFFEE (قهوة الياسمين),Café,المملكة العربية السعودية,24.83023295617336,46.65022622328196,Cheap,7.0,5,0,7.6,8.0
Antique Burger,Burger Joint,"الرياض 13326, المملكة العربية السعودية",24.833368,46.657903000000005,Cheap,32.0,238,15,7.3,52.0
Shawarmer,Middle Eastern Restaurant,"الرياض 13326, المملكة العربية السعودية",24.833544,46.657619,Moderate,3.0,4,1,7.2,3.0
Black Jade Cafe,Coffee Shop,"Ansa Bin Malik (AlNarjis), الرياض 13327, المملكة العربية السعودية",24.833423,46.676433,Cheap,52.0,838,20,7.3,80.0
Saafah Cafe (محمصة سعفة),"Coffee Shop, Café","حي النرجس (عثمان بن عفان), الرياض 13323, المملكة العربية السعودية",24.833572,46.679421999999995,Cheap,13.0,123,19,8.4,12.0
GOURMET POPS,Ice Cream Shop,"Uthman Ibn Affan Rd., الرياض 13324, المملكة العربية السعودية",24.829057,46.682518,Cheap,35.0,142,14,7.8,47.0
Boo7 Cafe (قهوة بوح),Café,"Othman Bin Affan Rd., الرياض, المملكة العربية السعودية",24.82981686668705,46.682271501818896,Cheap,87.0,94,25,6.7,133.0
#One,Fast Food Restaurant,"الرياض 13327, المملكة العربية السعودية",24.833485,46.67726,Cheap,35.0,74,16,9.2,38.0
Golden Drop Cafe,"Coffee Shop, Café","An Narjis (Othman Ibn Affin), الرياض, المملكة العربية السعودية",24.830694466908263,46.68157159664564,Cheap,564.0,1207,170,8.6,703.0
محطة الفول Foul Station,Breakfast Spot,"الرياض 13324, المملكة العربية السعودية",24.832131,46.680934,Cheap,10.0,5,1,7.9,10.0
Starbucks,Coffee Shop,"الرياض, المملكة العربية السعودية",24.833828,46.677339,Cheap,11.0,13,1,7.9,14.0
Dolci Di Casa Coffee,Coffee Shop,"الرياض, المملكة العربية السعودية",24.831456,46.680512,Cheap,27.0,82,11,7.9,33.0
Ban’s Burger,Burger Joint,المملكة العربية السعودية,24.832902,46.680677,Cheap,16.0,45,7,7.0,26.0
subway (صب واي),"Sandwich Place, Fast Food Restaurant","تقاطع انس بن مالك وعثمان بن عفان, الرياض, المملكة العربية السعودية",24.8323757,46.6839404,Cheap,2.0,4,1,7.5,3.0
Coffee Cherries (كرز القهوة),Coffee Shop,"Althummamah ٍRd, الرياض 13248, المملكة العربية السعودية",24.831989946471772,46.732279819454135,Cheap,413.0,4260,117,9.0,509.0
سمرقندي,"Middle Eastern Restaurant, Afghan Restaurant","الرياض, المملكة العربية السعودية",24.830781368719705,46.72938636841664,Cheap,314.0,133,62,8.5,399.0
Tim Hortons,Coffee Shop,"Petromin Station (Althumamh Road), الرياض 13248, المملكة العربية السعودية",24.831083,46.730738,Cheap,0.0,42,0,8.3,0.0
المذاق المغربي,Tea Room,"Althumammah (Althumammah), الرياض 13248, المملكة العربية السعودية",24.831134987291673,46.73043314585741,Moderate,106.0,66,11,9.0,118.0
Casho,"Fried Chicken Joint, Fast Food Restaurant","Thumamah Rd., الرياض, المملكة العربية السعودية",24.83107556365007,46.73040811866058,Cheap,16.0,9,4,7.7,20.0
Burger King,Fast Food Restaurant,"Ath Thumamah Road, الرياض 13248, المملكة العربية السعودية",24.832048,46.732157,Cheap,4.0,9,0,7.2,4.0
Superano (سوبرانو),Ice Cream Shop,"Thumamah Road, الرياض, المملكة العربية السعودية",24.831124023119212,46.73042641853378,Cheap,24.0,78,6,7.7,30.0
Starbucks,Coffee Shop,"Thumamah Rd, الرياض 13248, المملكة العربية السعودية",24.831375,46.730362,Cheap,4.0,9,0,8.0,4.0
U Burger Food Truck,Burger Joint,"Althmmamh Road, الرياض, المملكة العربية السعودية",24.831514,46.730638,Cheap,8.0,1,1,7.5,9.0
Coffee Time (كوفي تآيم),Coffee Shop,"al thumama, الرياض 966, المملكة العربية السعودية",24.831310507670693,46.730470778519795,Cheap,12.0,15,1,5.7,20.0
Kooz Al Qahwa (كوز القهوة),Coffee Shop,"Thumamah Rd. (بلازا ٤٦), الرياض 13248, المملكة العربية السعودية",24.83187738876539,46.73278511019942,Cheap,861.0,4724,255,8.2,1144.0
Caffé Bene,Coffee Shop,"الرياض 13248, المملكة العربية السعودية",24.832174835855422,46.73282164355568,Cheap,188.0,1182,25,8.5,229.0
ALBAIK (البيك),"Fried Chicken Joint, Restaurant, Fast Food Restaurant","واجهة الرياض بجانب المعارض, الرياض 13413, المملكة العربية السعودية",24.83252,46.732855,Cheap,27.0,80,15,9.3,36.0
Kahve Deryasi ديرياسي كافيه,"Coffee Shop, Café, Breakfast Spot","قرطبة طريق الثمامة (الثمامة), الرياض 13413, المملكة العربية السعودية",24.833493,46.733524,Cheap,108.0,682,47,8.3,143.0
Sultani Palace,Turkish Restaurant,"Thumamah Rd., الرياض 13413, المملكة العربية السعودية",24.833707579871145,46.73381377905717,Moderate,132.0,720,64,7.4,202.0
Hamburgini (هامبرغيني),"Burger Joint, Fast Food Restaurant","Thumamah Rd, Riyadh 13248, المملكة العربية السعودية",24.83196339695293,46.73265295088296,Cheap,90.0,154,16,8.3,114.0
Ranosh (عصائر رنوش),Juice Bar,"الرياض, المملكة العربية السعودية",24.83366294750997,46.73385746875261,Cheap,9.0,23,2,8.1,11.0
إطلالة نجد,Coffee Shop,"الثمامة, الرياض, المملكة العربية السعودية",24.833596108098845,46.73338982747825,Cheap,17.0,31,5,6.9,22.0
Ranosh coffee,Coffee Shop,"الرياض, المملكة العربية السعودية",24.833679225546852,46.73385136190301,Cheap,18.0,13,1,7.4,22.0
TOUCAN,Coffee Shop,"Thumamah Rd. (بلازا٤٦), الرياض 13248, المملكة العربية السعودية",24.832338,46.732681,Cheap,3.0,12,2,7.6,3.0
KFC,Fried Chicken Joint,"Shaikh Hasan Ibn Hussain Ibn Ali Road, الرياض 13248, المملكة العربية السعودية",24.83002245147541,46.74629610973005,Cheap,13.0,21,1,7.3,19.0
Kabsat (كبسات),Restaurant,"حي قرطبة, الرياض, المملكة العربية السعودية",24.8294297763606,46.74673074558847,Moderate,29.0,24,9,8.4,34.0
حاشي باشا,Middle Eastern Restaurant,"الرياض 13248, المملكة العربية السعودية",24.83086042628606,46.745928316184255,Moderate,17.0,17,4,7.8,21.0
CUP JUICES (عصائر كوب),Juice Bar,"الشيخ حسن بن حسين بن علي, الرياض 13249, المملكة العربية السعودية",24.828882,46.747298,Cheap,6.0,16,5,7.5,8.0
Kudu,Fast Food Restaurant,"Al Munsiyah (Shaikh Hasan Ibn Hussain Ibn Ali Rd), الرياض 13249, المملكة العربية السعودية",24.828888,46.747765,Cheap,10.0,4,0,7.7,11.0
subway,"Sandwich Place, Fast Food Restaurant","العقارية 2, المملكة العربية السعودية",24.832475662231445,46.7618637084961,Cheap,0.0,0,0,7.9,0.0
Alafandi Brosted (بروستد الأفندي),Fried Chicken Joint,المملكة العربية السعودية,24.82746089498509,46.78222494285305,Cheap,3.0,1,4,5.7,10.0
دار الشاورما,"Turkish Restaurant, Pizza Place","الرياض, المملكة العربية السعودية",24.82749735785673,46.77967306343644,Moderate,11.0,0,2,6.3,16.0
Moroccan Mood (مزاج مغربي),Coffee Shop,المملكة العربية السعودية,24.830141461964697,46.810375917963654,Cheap,38.0,31,2,7.8,49.0
مطاعم قرية العاذريه,Middle Eastern Restaurant,"الرمال, المملكة العربية السعودية",24.831613295645447,46.81080167768396,Moderate,23.0,48,6,7.4,33.0
حنيذ ومندي الجنوب,Middle Eastern Restaurant,المملكة العربية السعودية,24.829739575416475,46.80996358913941,Moderate,38.0,16,10,8.3,45.0
مطاعم حنيذ ريفي,Middle Eastern Restaurant,"الرياض, المملكة العربية السعودية",24.833988425967306,46.81232685658224,Moderate,22.0,38,6,7.5,30.0
مزاج مغربي,Coffee Shop,"الرياض 13261, المملكة العربية السعودية",24.831041133902808,46.818494068132104,Cheap,11.0,15,0,7.3,15.0
دانكن دوناتس - طريق القصيم,Café,المملكة العربية السعودية,24.834327035250823,46.6090960802408,Cheap,8.0,20,0,7.7,9.0
Dunkin Donuts (دانكن دونتس),Donut Shop,"طريق الملك فهد،، Al Aarid, Riyadh 13331, الرياض 13331, المملكة العربية السعودية",24.837710398607182,46.60896594790537,Cheap,299.0,323,17,8.9,352.0
