name,categories,address,lat,lng,price,likes,photos,tips,rating,ratingSignals
Ya Mal Alsham (يا مال الشام),Middle Eastern Restaurant,"Olaya Road, الرياض, المملكة العربية السعودية",24.699905249767394,46.682221080233184,Moderate,130.0,81,43,6.1,228.0
Paul (Olaya Towers),Café,"الرياض 12213, المملكة العربية السعودية",24.697593,46.682063,Cheap,7.0,22,0,7.2,9.0
56th Avenue Diner,"Diner, American Restaurant, Steakhouse","Hyatt Regency (Olaya St.), الرياض 11433, المملكة العربية السعودية",24.69832488426784,46.68257815135135,Cheap,86.0,584,48,6.5,157.0
برو ستارز كافيه,Café,"King Fahd Road (Copthorne Hotel), الرياض, المملكة العربية السعودية",24.70064570706229,46.67852182828192,Cheap,9.0,38,8,6.3,15.0
مطعم عالم البهارات,Indian Restaurant,"Infront Black Box Cafee, الرياض, المملكة العربية السعودية",24.69583175387108,46.68293445827147,Moderate,13.0,10,5,6.8,19.0
Ladurée (لادوريه),"Café, Dessert Shop","Olaya Street, Centria Mall, 2nd Floor, الرياض 11672, المملكة العربية السعودية",24.698079999999997,46.683473,Expensive,2153.0,4794,642,8.9,2784.0
Cacti Cafe,Coffee Shop,"Tahlia St., الرياض 12241, المملكة العربية السعودية",24.698523,46.688123,Cheap,382.0,2291,140,7.5,568.0
Roma Restaurant (مطعم روما),Italian Restaurant,"Mousa Bin Nusair St (Mousa Bin Nusair St.), الرياض, المملكة العربية السعودية",24.70341380088512,46.68175724705878,Expensive,1744.0,1249,559,8.9,2265.0
DH Lounge (دي اتش لاونج),"Lounge, Restaurant","Prince Muhammad Bin Abdulaziz Road (شارع التحليه), الرياض 12222, المملكة العربية السعودية",24.69838503971691,46.68831305686386,Expensive,531.0,1507,206,8.4,727.0
Embers (امبرز),American Restaurant,"Tahlia St. (at Olaya St), الرياض, المملكة العربية السعودية",24.698676566814186,46.687295499179456,Very Expensive,465.0,734,224,7.4,717.0
Kooz Al Qahwa (كوز القهوة),Coffee Shop,"Wadi Al Artawi Street, Riyadh 12212, الرياض 12212, المملكة العربية السعودية",24.695473,46.683109,Cheap,13.0,91,9,6.5,22.0
Starbucks (ستاربكس),Coffee Shop,"Tahlia St (Shuja Ibn Wahb St), الرياض, المملكة العربية السعودية",24.69901453429194,46.68993858614487,Cheap,457.0,1732,56,9.1,526.0
Al Kofia Restaurant (مطعم الكوفية),"Middle Eastern Restaurant, Breakfast Spot","tahlya street, الرياض, المملكة العربية السعودية",24.700520312395643,46.69302985096924,Moderate,601.0,3352,247,8.0,868.0
Century Burger (سنشري برجر),"Burger Joint, American Restaurant","Tahlia St., الرياض 12222, المملكة العربية السعودية",24.69872033965285,46.68926019758152,Moderate,1548.0,2592,448,7.3,2178.0
WaterLemon (وترلمون),"Café, Restaurant","Tahlia St (Olaya St), الرياض 12241, المملكة العربية السعودية",24.69903896009884,46.68922949212208,Moderate,1235.0,3491,438,7.5,1828.0
Café Bateel (كافيه بتيل),Café,"Tahlia St (Olaya St), الرياض 11383, المملكة العربية السعودية",24.699686934626644,46.6909977540154,Expensive,3313.0,3678,1079,8.7,4297.0
Pizza Roma (بيتزا روما),"Pizza Place, Italian Restaurant","Abdullah Al-Hamdan St., الرياض 12211, المملكة العربية السعودية",24.700864724255013,46.6921961423007,Expensive,2134.0,1088,593,9.1,2721.0
Beeves Burger (بيفيز برجر),Burger Joint,"الرياض 12241, المملكة العربية السعودية",24.699844,46.69132000000001,Cheap,48.0,256,15,7.2,67.0
Outback Steakhouse (أوتباك ستيك هاوس),Steakhouse,"Localizer Mall, Tahliya St. (Prince Sultan bin Abdulaziz St.), الرياض, المملكة العربية السعودية",24.69942737263929,46.69156293269757,Expensive,1179.0,2050,522,7.9,1765.0
Al Reef Al Lebnani (الريف اللبناني),Lebanese Restaurant,"Al Tahlia St., الرياض, المملكة العربية السعودية",24.700347650338554,46.69090630389577,Expensive,1203.0,1291,374,7.7,1665.0
Munch Bakery (منش بيكري),Cupcake Shop,"Abdullah Al-Hamdan St. (Al Tahlia St.), الرياض, المملكة العربية السعودية",24.70126869765207,46.692061648436784,Moderate,1158.0,857,257,8.8,1508.0
Hak Cafe (هاك كافيه),"Coffee Shop, Café","Tahlia St., الرياض 12222, المملكة العربية السعودية",24.69943804735078,46.69070871380249,Cheap,58.0,339,25,7.9,83.0
The Butcher Shop and Grill (ذي بوتشر شوب اند غريل),Steakhouse,"Tahlia Street, الرياض, المملكة العربية السعودية",24.70025083049623,46.69187417070817,Expensive,1557.0,1626,598,8.1,2214.0
Diamond (دايموند),Asian Restaurant,"Localizer Mall (at Prince Mohammed Bin Abdulaziz St), الرياض 12222, المملكة العربية السعودية",24.69977856181217,46.69246645222062,Expensive,1441.0,1464,428,8.6,1937.0
Tim Hortons (تيم هورتنز),Coffee Shop,"Tahlia Street (Mohammed Bin Abdulaziz Street), الرياض, المملكة العربية السعودية",24.69879034720161,46.68977087428257,Moderate,889.0,1341,255,8.5,1151.0
Nando's (ناندوز),Portuguese Restaurant,"Prince Mohammed bin Abdulaziz St., الرياض 12241, المملكة العربية السعودية",24.699242855244695,46.689865391719856,Moderate,574.0,852,135,8.2,755.0
Dunkin' (دانكن),Donut Shop,"Tahliah Street, الرياض 12241, المملكة العربية السعودية",24.698873434491343,46.68958067455036,Cheap,230.0,565,32,8.3,293.0
Roma Cafe (روما كافيه),Café,"Abdullah Al-Hamdan St., الرياض, المملكة العربية السعودية",24.701765639967142,46.69160463892021,Cheap,283.0,482,60,8.5,362.0
LE GRAY (لا قري),"Coffee Shop, Boutique","Tahlia St (at Olaya St), الرياض 12441, المملكة العربية السعودية",24.698934260586203,46.68914423288503,Moderate,304.0,612,90,7.7,416.0
Starbucks (ستاربكس),Coffee Shop,"Tahliah St (at Prince Muhammad Bin Abdulaziz St), الرياض 12223, المملكة العربية السعودية",24.70147227541827,46.69624942381782,Expensive,1928.0,2541,169,8.9,2281.0
Dakat Aziz (دكة عزيز),Café,"Prince Muhammad Bin Abdulaziz (Abdullah Ibn Sulaiman Al Hamadan), الرياض, المملكة العربية السعودية",24.7020358520547,46.69629972017007,Cheap,247.0,922,72,7.9,342.0
Can Café (مقهى كان),"Café, French Restaurant","Tahlia St., الرياض, المملكة العربية السعودية",24.701147590087928,46.69546871339455,Cheap,737.0,1072,186,8.0,1023.0
Chai and Chapati Cafe (چاي و شباتي),Café,"Tahlia St, الرياض, المملكة العربية السعودية",24.701238101722737,46.69560389907682,Very Expensive,291.0,1335,127,6.8,483.0
YOLO,Dessert Shop,"Al Olaya (Abdullah Al-Hamdan St.), الرياض 12241, المملكة العربية السعودية",24.70284921982884,46.69156991575488,Cheap,412.0,1256,218,8.5,592.0
"TSC ""Signature"" (تي أس سي سيجنتشر)","American Restaurant, Italian Restaurant","Abdullah Bin Hamdan St. (Tahlia St.), الرياض, المملكة العربية السعودية",24.70220012738368,46.69202955176285,Moderate,2615.0,2165,924,8.3,3557.0
Pianta Cafè (بيانتا كافيه),Café,"الرياض 12223, المملكة العربية السعودية",24.701311686522907,46.69593457976698,Cheap,52.0,397,21,7.2,79.0
Tea Garden (حديقة الشاي),"Café, Sandwich Place","Tahlia St. شارع التحليه (جانب مطعم عبدالوهاب), الرياض, المملكة العربية السعودية",24.70075088792604,46.69554564725544,Cheap,243.0,254,93,6.6,403.0
Abdel Wahab (عبدالوهاب),Lebanese Restaurant,"Tahlia St., الرياض, المملكة العربية السعودية",24.701133,46.695525,Expensive,391.0,669,164,6.9,609.0
Nozomi (نوزومي),"Japanese Restaurant, Restaurant","Abdulaziz Bin Musa'ed Bin Jalawi St (at Sultan Bin Abdulaziz St), الرياض 12234, المملكة العربية السعودية",24.70011099663059,46.70470691010298,Very Expensive,6526.0,13256,1701,9.3,8019.0
Draft Café (درافت كافيه),Café,"King Muhammad Al Khamees St, الرياض 12223, المملكة العربية السعودية",24.70071041353032,46.70207193341147,Cheap,2568.0,8048,753,8.4,3534.0
Kiva Han Coffee (كيفا هان كافيه),Coffee Shop,"As Sulimaniyah (King Mohammad V), الرياض 12223, المملكة العربية السعودية",24.700363269711534,46.70236848188997,Cheap,563.0,2915,128,8.1,755.0
Brew92 °,Café,"King Muhammad V, الرياض, المملكة العربية السعودية",24.700560234360385,46.70214056968689,Cheap,161.0,736,59,8.8,208.0
MADO,"Café, Dessert Shop, Turkish Restaurant","الرياض, المملكة العربية السعودية",24.70236743147089,46.698013706964566,Cheap,331.0,2455,107,7.2,509.0
Basil Lounge,Café,"As Sulimaniyah, Riyadh 12223, Saudi Arabia (The 5th King Mohammef Street), الرياض 12223, المملكة العربية السعودية",24.70080487239193,46.70200035426047,Cheap,684.0,4818,184,7.4,1029.0
Lamis (لميس),"Middle Eastern Restaurant, Breakfast Spot, Mediterranean Restaurant","King Muhammad Al Khamees St (at Tahliah St), الرياض, المملكة العربية السعودية",24.700163407669567,46.7025163714013,Moderate,1129.0,1970,473,8.2,1605.0
Maharaja ِEast by Vineet (مهراجا),Indian Restaurant,"King Mohammed V St. (Tahlia St.), الرياض 11492, المملكة العربية السعودية",24.702265804134,46.70141805967693,Expensive,1444.0,881,602,8.5,2006.0
Zaatar w Zeit (زعتر و زيت),"Breakfast Spot, Middle Eastern Restaurant","Tahlia St., الرياض 12242, المملكة العربية السعودية",24.70302455211184,46.699016765918245,Expensive,3073.0,1968,797,8.8,3844.0
Dunkin' Donuts (دانكن دونتس),Donut Shop,"Tahlia St (at King Muhammad Al Khamees St), الرياض, المملكة العربية السعودية",24.702794349426647,46.69814973385128,Cheap,273.0,299,30,8.6,331.0
Dekan Chapati (دكان جباتي),"Breakfast Spot, Café","الرياض 12242, المملكة العربية السعودية",24.70247838363841,46.697854014993325,Cheap,71.0,221,15,8.7,83.0
Beetroot Reasturant and Cafe,"Hookah Bar, Lounge, Comfort Food Restaurant","King Mohamed The Fifth (Palazo Complex), الرياض 12223, المملكة العربية السعودية",24.70025327236517,46.70244876800149,Cheap,99.0,536,32,7.8,138.0
Wabi Sabi,Vegetarian / Vegan Restaurant,"الرياض 12223, المملكة العربية السعودية",24.700325,46.702265,Moderate,72.0,163,40,8.9,108.0
Sushi Art (سوشي آرت),Sushi Restaurant,"طريق الأمير محمد بن عبدالعزيز، السليمانية، الرياض, الرياض, المملكة العربية السعودية",24.7032024,46.6989481,Moderate,339.0,682,201,7.3,593.0
Caribou Coffee (كاريبو كوفي),Coffee Shop,"Tahlia St (King Muhammad Al Khamees St), الرياض, المملكة العربية السعودية",24.70307076880393,46.699650319283066,Moderate,299.0,415,77,8.0,394.0
Ribs Yard,"Steakhouse, BBQ Joint","الرياض 12223, المملكة العربية السعودية",24.70022572874803,46.702492506971815,Very Expensive,171.0,752,89,6.6,303.0
Crust Corner (ركن كرست),"Restaurant, Salad Place, Sandwich Place","الرياض 12223, المملكة العربية السعودية",24.700746503367142,46.702084494818074,Moderate,118.0,260,41,8.8,159.0
San Carlo Cicchetti,"Italian Restaurant, Restaurant","Al Dabab st, الرياض 12234, المملكة العربية السعودية",24.70124724715316,46.705258240459614,Moderate,2614.0,11207,648,8.8,3434.0
BLANCA,"Pizza Place, Italian Restaurant","الرياض 12234, المملكة العربية السعودية",24.702806,46.705812,Cheap,523.0,1714,205,8.9,667.0
Flour & Firewood (دقيق و حطب),"Bakery, Breakfast Spot","الرياض 12232, المملكة العربية السعودية",24.699068905140308,46.70735478401184,Cheap,321.0,1001,122,9.0,419.0
المذاق المغربي,Tea Room,المملكة العربية السعودية,24.701347158361287,46.7048362656885,Moderate,48.0,94,5,9.0,53.0
بوظة عربية,Ice Cream Shop,المملكة العربية السعودية,24.698932155036925,46.70669773785437,Cheap,222.0,119,64,9.2,265.0
Sada Al Tahlia (صدى التحلية),"Coffee Shop, Café","Prince Abdulaziz Bin Musaed Bin Jalowey st. (Abdulaziz Bin Musaed Bin Jalawi St (Dhabab St)), الرياض 7636, المملكة العربية السعودية",24.70074763690659,46.70487966100403,Cheap,232.0,197,49,8.0,310.0
The Coffee Address,Coffee Shop,"الرياض 12234, المملكة العربية السعودية",24.702779,46.706527,Cheap,1.0,15,2,7.4,3.0
Wagyu - To Go & Delivery,Burger Joint,"Prince Abdul Aaziz Ibn Musaid, الرياض 12234, المملكة العربية السعودية",24.702865423809858,46.70607805252075,Cheap,42.0,43,14,8.8,51.0
مروان للبوظة العربية,Ice Cream Shop,"الرياض 12232, المملكة العربية السعودية",24.698979,46.706958,Cheap,10.0,9,2,7.7,13.0
Moroccan Taste,Coffee Shop,"الرياض 12223, المملكة العربية السعودية",24.701347965167827,46.70483018877744,Cheap,34.0,9,2,8.5,38.0
Kids Kitchen - Cookies N'Cream,Café,"Prince Sultan Ibn Abdulaziz (Olaya 30), الرياض, المملكة العربية السعودية",24.699519546727885,46.708065078932506,Cheap,68.0,110,9,8.5,81.0
alSafwah Express الصفوة,Restaurant,"Prince Sultan Bin Abdulaziz Street (Prince Sultan Bin Abdulaziz Street), الرياض 12232, المملكة العربية السعودية",24.702071870287572,46.71248655400422,Moderate,205.0,648,90,8.3,259.0
Cookies N' Cream,Dessert Shop,"Sulimaniyah, الرياض, المملكة العربية السعودية",24.69949715455618,46.708042743451045,Cheap,13.0,59,2,8.3,15.0
Kaa'k & Cheese (كعك وجبن),Bakery,"Prince Sultan Street (Olaya 30), الرياض, المملكة العربية السعودية",24.69900760391779,46.70703222759936,Cheap,44.0,8,19,8.5,54.0
Maestro Pizza (مايسترو بيتزا),Pizza Place,"Abdulaziz Bin Musa'ed Bin Jalawi St, الرياض, المملكة العربية السعودية",24.700591531465932,46.70467575710251,Cheap,74.0,26,36,7.5,111.0
Nozomi To Go,Japanese Restaurant,"Prince Sultan bin abdulaziz RD, الرياض 12232, المملكة العربية السعودية",24.703158,46.714387,Moderate,9.0,22,1,7.2,13.0
Al's Gourmet,"Sandwich Place, Health Food Store","7757 Al Ihsa, الرياض 12813, المملكة العربية السعودية",24.694794693287022,46.73186521632466,Cheap,8.0,22,5,7.2,12.0
Sun Cafe Company (شركة شمس القهوة),"Coffee Shop, Corporate Coffee Shop","Makkah Al Mukarrama Rd., الرياض 12813, المملكة العربية السعودية",24.69922443229381,46.73850893277597,Cheap,33.0,50,1,8.1,39.0
Arabica (ارابيكا),Café,"Salmah Ibn Abi Salmah Road, المملكة العربية السعودية",24.698107525851807,46.73525852584502,Cheap,22.0,23,4,7.3,30.0
Mercato (ميركاتو),Coffee Shop,"Mecca Rd, الرياض, المملكة العربية السعودية",24.702652688465772,46.7422292978671,Cheap,117.0,187,19,8.3,153.0
بوفية ندى,Sandwich Place,المملكة العربية السعودية,24.700370192354946,46.74927933738951,Cheap,12.0,19,0,8.1,14.0
مقهى ليمون Lemon,Coffee Shop,"حي الربوة, المملكة العربية السعودية",24.70152704617897,46.74587351445278,Cheap,12.0,18,0,6.5,18.0
Venice Cafe (قهوة البندقية),Café,"Alnahdah Road, الرياض, المملكة العربية السعودية",24.69955460332913,46.74863879273264,Cheap,9.0,11,3,7.0,11.0
بوفيه العساكر,Breakfast Spot,المملكة العربية السعودية,24.70122000000001,46.750347,Cheap,6.0,2,1,6.5,8.0
Starbucks,Coffee Shop,"الرياض, المملكة العربية السعودية",24.70037300000001,46.753671,Cheap,7.0,2,0,8.1,8.0
The Lab,Food Truck,"الرياض, المملكة العربية السعودية",24.700955653651327,46.75643329768072,Cheap,36.0,17,19,8.4,47.0
CAZAR (شاورما كزار),Sandwich Place,"الربوة طريق عمر بن عبدالعزيز (الامير متعب بن عبدالعزيز), الرياض, المملكة العربية السعودية",24.6924709926339,46.76470323919362,Cheap,10.0,4,14,5.9,17.0
Tim Hortons (تيم هورتنز),Coffee Shop,"Eastern Ring Road (Before Exit 14), الرياض 12824, المملكة العربية السعودية",24.70084332041603,46.77034588092182,Cheap,89.0,489,20,9.2,102.0
Brwaz (برواز),Coffee Shop,"Ar Rayyan, Riyadh, الرياض 14213, المملكة العربية السعودية",24.698435,46.772955,Cheap,228.0,1895,80,9.0,273.0
Dunkin’ Donuts Drive Thru,Donut Shop,"الرياض 12824, المملكة العربية السعودية",24.70099,46.770223,Cheap,6.0,32,2,8.2,6.0
بارن كافيه,Café,"الرياض 14213, المملكة العربية السعودية",24.698304,46.772666,Cheap,18.0,47,3,8.2,22.0
Chuck E. Cheese's (تشكي تشيز),Pizza Place,"Eastern Ring Rd (Between Ex.13 and Ex.14), الرياض, المملكة العربية السعودية",24.70078210012918,46.77152325525027,Cheap,530.0,353,110,8.6,677.0
Wooden Bakery (مخابز الحطب),Bakery,"Exit 14 (Exit 13), الرياض, المملكة العربية السعودية",24.700303081950725,46.771841087273366,Cheap,127.0,25,27,8.4,158.0
Dunkin’,Donut Shop,"الرياض 12824, المملكة العربية السعودية",24.701045,46.770056,Cheap,0.0,0,0,8.3,0.0
Burger King,Fast Food Restaurant,"محطة بترومين, المملكة العربية السعودية",24.69836206672953,46.77308034537682,Cheap,15.0,16,12,5.9,33.0
Pizza Hut,Pizza Place,"الرياض 12834, المملكة العربية السعودية",24.690855,46.763981,Cheap,0.0,0,0,6.4,2.0
Costa Coffee (كوستا كوفي),Coffee Shop,المملكة العربية السعودية,24.69825594797189,46.77271566593577,Cheap,17.0,18,1,6.9,22.0
Dunkin' Donuts (دانكن دونتس),Donut Shop,"Eastern Ring Rd, الرياض, المملكة العربية السعودية",24.70258967588709,46.77091973825597,Cheap,496.0,399,36,8.9,584.0
Pizza Hut (بيتزا هت),Pizza Place,المملكة العربية السعودية,24.70246752439325,46.77097118383802,Cheap,5.0,7,6,6.0,14.0
Snacks Market (سناكس ماركت),"Snack Place, Dessert Shop, Candy Store","Eastern Ring Rd, الرياض, المملكة العربية السعودية",24.702695124368834,46.77097673598338,Cheap,42.0,42,17,7.2,64.0
AJWA ALQARYA (أجواء القرية),"Middle Eastern Restaurant, Café","Eastern Ring Rd (Omar Bin Abdulaziz St), الرياض, المملكة العربية السعودية",24.6999388076786,46.77190472725385,Moderate,58.0,32,51,5.3,111.0
House of Donuts (بيت الدونات),Donut Shop,المملكة العربية السعودية,24.693581049787092,46.77178144454956,Cheap,9.0,7,2,6.8,12.0
Golden Kangaroo (الكنغر الذهبي),Coffee Shop,"Unayzah St, الرياض 14213, المملكة العربية السعودية",24.701385,46.778787,Cheap,1374.0,12714,406,9.1,1692.0
COBEE Coffee (كوبي كافيه),Coffee Shop,"Alrayan (Al-Imam Ahmad Bin Hanbal St), الرياض 14215, المملكة العربية السعودية",24.70253874699902,46.778667643619286,Cheap,855.0,6483,224,9.0,1047.0
Fahad (فهد),Middle Eastern Restaurant,"Unaizah St., الرياض, المملكة العربية السعودية",24.69841639445297,46.78136599620924,Moderate,104.0,49,32,8.0,138.0
مطعم الصاج الذهبي,"Middle Eastern Restaurant, Doner Restaurant, Shawarma Place","الرياض - طريق عنيزة, المملكة العربية السعودية",24.70058674254756,46.77955266465225,Moderate,170.0,76,35,7.1,255.0
Sweets Corner (ركن الحلويات),Dessert Shop,"Unayizah St, الرياض, المملكة العربية السعودية",24.701732755235263,46.77854696975528,Cheap,330.0,106,90,9.2,377.0
Bostani (بستاني),Dessert Shop,"Alrayan Dist. (Ahmed Bin Hanbal), الرياض, المملكة العربية السعودية",24.702472470184997,46.77853816646668,Cheap,86.0,62,7,8.8,98.0
روق المانجا,Juice Bar,"شارع عنيزه, الرياض, المملكة العربية السعودية",24.701042679764885,46.7790540081818,Cheap,44.0,37,12,8.0,58.0
حلويات جرير  القباني,Dessert Shop,"Unaizah St., الرياض, المملكة العربية السعودية",24.699614362757448,46.78021422061122,Cheap,35.0,23,12,7.9,44.0
Damscus Roast (المشاوي الدمشقية),Middle Eastern Restaurant,المملكة العربية السعودية,24.69891729441412,46.78079303900685,Moderate,6.0,5,1,6.7,9.0
Maestro Pizza (مايسترو بيتزا),Pizza Place,"أحمد بن حنبل (شارع عنيزه), الرياض, المملكة العربية السعودية",24.702799367369114,46.77871757928544,Cheap,70.0,38,16,7.3,103.0
Presto Coffee,Coffee Shop,"Riyadh Care Hospital, الرياض 14214, المملكة العربية السعودية",24.70088247329144,46.779771775721066,Cheap,5.0,27,1,5.8,9.0
حلويات جرير ( القباني),Dessert Shop,المملكة العربية السعودية,24.69963981176195,46.78032519807558,Cheap,4.0,3,2,5.9,8.0
Alrasheed Sweets (حلويات الرشيد),Snack Place,"Abdullah Bin Abbas St., الرياض, المملكة العربية السعودية",24.70312537031584,46.78713755925039,Cheap,34.0,10,2,9.0,36.0
بوفيه تسالي,Breakfast Spot,"الرياض, المملكة العربية السعودية",24.702982971682783,46.78900222917738,Cheap,13.0,4,3,8.0,15.0
Tutti Mango (توتي مانجا),Juice Bar,"طريق عنيزة, المملكة العربية السعودية",24.69650611810208,46.782910191796226,Cheap,10.0,10,0,7.9,10.0
كبدة عوافي,Breakfast Spot,المملكة العربية السعودية,24.700390036106604,46.8004758757104,Cheap,48.0,30,8,8.2,57.0
دلــة الــمــجــلــس | Dalat Almajles,"Café, Coffee Shop","Zubair ibn Alawam st., الرياض 14216, المملكة العربية السعودية",24.69956219556353,46.79921943514447,Cheap,19.0,16,6,5.9,35.0
كبدة حاشي كبدة غنم,Breakfast Spot,المملكة العربية السعودية,24.700266,46.80055,Cheap,9.0,5,2,8.0,9.0
بيت الذواقه,Bagel Shop,"الروابي (شارع عبدالله بن عباس), الرياض ٠٠٩٦٦, المملكة العربية السعودية",24.700217609369997,46.78972538269539,Cheap,9.0,9,3,7.3,11.0
Dallah Najd (دلة نجد),Coffee Shop,"3636 Az Zubair Ibn al Awwam, الرياض, المملكة العربية السعودية",24.69420646108971,46.78966866439661,Cheap,22.0,3,4,7.3,27.0
Moryan Falafel (فلافل موريان),"Falafel Restaurant, Middle Eastern Restaurant","Al Zubair Bin Al Awam St, الرياض, المملكة العربية السعودية",24.70233831082388,46.803598439506146,Cheap,147.0,32,31,8.7,175.0
بيت الفطيرة الشامية,Middle Eastern Restaurant,"Assalam (Alzobair Ibn Ala'awam), الرياض, المملكة العربية السعودية",24.702595632195248,46.80404068224811,Moderate,156.0,32,21,8.6,186.0
FROZ,"Frozen Yogurt Shop, Ice Cream Shop, Dessert Shop","Alzubair Bin Al Awam, الرياض 14224, المملكة العربية السعودية",24.70244008848885,46.80370558155842,Cheap,42.0,61,3,8.9,47.0
قصر الأجداد,Middle Eastern Restaurant,"طريق الإمام الشافعي, المملكة العربية السعودية",24.70257325118887,46.80252528194586,Moderate,48.0,42,9,8.2,59.0
Tom Tom,Fast Food Restaurant,المملكة العربية السعودية,24.700938,46.801227,Cheap,10.0,11,0,6.9,14.0
فروز الزبير بن العوام,Ice Cream Shop,"الرياض 14224, المملكة العربية السعودية",24.702477,46.803656,Cheap,9.0,7,0,8.1,9.0
Bawarchi Indian Rest (باورجي الهندي),Indian Restaurant,"Imam Shafei, الرياض, المملكة العربية السعودية",24.69897891423765,46.80504327938154,Moderate,21.0,14,8,6.0,37.0
فنجال الكيف,Tea Room,المملكة العربية السعودية,24.700952310269297,46.80110814886088,Moderate,6.0,5,0,5.7,11.0
بيت الفلافل,Falafel Restaurant,"الرياض, المملكة العربية السعودية",24.70277792705845,46.8042386542498,Cheap,43.0,13,7,8.5,52.0
Torta And More (تورتا اند مور),Sandwich Place,"شار الزبير بن العوام حي السلام, الرياض, المملكة العربية السعودية",24.7032052264926,46.80506472016637,Cheap,32.0,7,2,8.4,39.0
الفطيرة الدمشقية,"Fast Food Restaurant, Pie Shop","حي السلام (شارع الزبير), الرياض, المملكة العربية السعودية",24.70280491142788,46.80647425767343,Cheap,6.0,4,1,6.6,8.0
blïnd burger (بلايند برقر),Food Truck,"King Fahad St, الرياض, المملكة العربية السعودية",24.702161208876305,46.820977432693354,Cheap,9.0,6,3,8.0,10.0
Dunkin',Donut Shop,المملكة العربية السعودية,24.70670401976088,46.57755712595626,Cheap,3.0,3,0,7.6,4.0
Palms Lounge,Coffee Shop,"حي الخزامى, الرياض, المملكة العربية السعودية",24.7048812270922,46.61382729837089,Cheap,54.0,23,2,8.1,63.0
Pizza Hut,Pizza Place,"Al Raid (King Abdullah Road), الرياض 12356, المملكة العربية السعودية",24.70681,46.626724,Cheap,0.0,1,0,6.6,0.0
The60Pasta,Food Truck,"الرياض 13315, المملكة العربية السعودية",24.706420737675582,46.63937323711428,Cheap,230.0,733,49,9.3,265.0
شاي الطيبين,"Tea Room, Food Truck","قبل فود ترك الحنيني حياكم, الرياض 12354, المملكة العربية السعودية",24.703674476342048,46.65342276563021,Moderate,31.0,115,2,8.8,35.0
Tea Lounge Almashreq,"Tea Room, Lounge",المملكة العربية السعودية,24.70434454235893,46.65532915964743,Moderate,23.0,63,5,8.0,29.0
Maya La Chocolaterie | مايا,Café,"Al Arouba St., الرياض, المملكة العربية السعودية",24.70447286032528,46.654839168802546,Moderate,671.0,749,217,7.8,923.0
AlMashrabia Cuisine | المشربيه,Middle Eastern Restaurant,"الرياض, المملكة العربية السعودية",24.70420340392213,46.65546065488686,Moderate,21.0,55,11,7.6,30.0
Al Mayass (المياس البيوت المكتبية),Middle Eastern Restaurant,المملكة العربية السعودية,24.704358208138014,46.655510973366574,Moderate,17.0,6,6,6.8,23.0
Dunkin' Donuts (دانكن دونتس),Donut Shop,"Telecom Mall (Orouba Rd.), الرياض, المملكة العربية السعودية",24.708169428995024,46.66177436877751,Cheap,611.0,764,60,9.0,726.0
T.G.I. Friday's (فرايديز),American Restaurant,"Takhassusi St., الرياض, المملكة العربية السعودية",24.70495866655266,46.66452563441796,Moderate,940.0,1568,251,7.7,1401.0
Mango juice (مانجو جوس),"Juice Bar, Dessert Shop","يورمارشية, الرياض, المملكة العربية السعودية",24.7069104366107,46.66284541273839,Cheap,710.0,696,151,9.0,822.0
Hardee's,Burger Joint,"Takhassusi St., الرياض, المملكة العربية السعودية",24.70431050875905,46.66529062045189,Cheap,137.0,93,21,7.4,205.0
KFC,"Fast Food Restaurant, Fried Chicken Joint","Takhassusi, الرياض, المملكة العربية السعودية",24.70457022638839,46.66481644900382,Cheap,47.0,70,12,6.8,77.0
Krispy Kreme (كريسبي كريم),"Donut Shop, Coffee Shop","Al Takhassusi St, الرياض, المملكة العربية السعودية",24.704680753265556,46.664934375221776,Cheap,129.0,106,15,8.5,159.0
Jan Burger (جان برجر),Burger Joint,"Takhasusi St, الرياض, المملكة العربية السعودية",24.704334643491432,46.66547955628769,Cheap,243.0,104,77,7.4,358.0
عصير عوار القلب,Juice Bar,المملكة العربية السعودية,24.705919722334272,46.66412581356175,Cheap,35.0,41,2,8.9,37.0
Baskin Robbins (باسكن روبنز),Ice Cream Shop,"Euromarché, المملكة العربية السعودية",24.70567455154469,46.66429767521517,Cheap,7.0,8,0,6.9,10.0
Dunkin',Donut Shop,"الرياض, المملكة العربية السعودية",24.704774,46.661969,Cheap,11.0,5,2,7.3,14.0
Fire Wok,Asian Restaurant,"الرياض 12334, المملكة العربية السعودية",24.704057,46.665539,Moderate,8.0,4,5,6.8,13.0
Burger King (برجر كينج),Fast Food Restaurant,"Takhasusi (Takhasusi st.), الرياض, المملكة العربية السعودية",24.705410048077887,46.66428709611355,Cheap,28.0,20,5,6.7,41.0
Shawirma Badawyah (شاورما بدوية),Middle Eastern Restaurant,"Al Takasusi St., الرياض, المملكة العربية السعودية",24.705326400068504,46.66331315713767,Moderate,20.0,13,6,7.4,24.0
عصير عوار قلب 👀,Juice Bar,المملكة العربية السعودية,24.70693518078237,46.662761516312464,Cheap,37.0,49,4,7.4,46.0
Mini Chocolate,Dessert Shop,المملكة العربية السعودية,24.705277371674573,46.663806927901675,Cheap,39.0,16,7,7.4,50.0
Al-Qalzam القلزم,"Seafood Restaurant, Fish & Chips Shop","Takhassusi St. (Orouba St.), الرياض, المملكة العربية السعودية",24.708009948022085,46.66408927890493,Expensive,202.0,368,135,6.4,357.0
